OTU	NSF22.NOVI.7M9	NSF14.NOVI.PM35	NSF22.NOVI.7M6	NSF22.NOVI.7M11	NSF22.NOVI.7M8	NSF6.NOVI.PM29	NSF22.NOVI.1M34	NSF22.NOVI.7M7	NSF6.NOVI.1M33	NSF22.NOVI.7M15	NSF6.NOVI.PM25	NSF22.NOVI.PM30	NSF14.NOVI.1M42	NSF14.NOVI.1M29	NSF22.NOVI.7M10	NSF22.NOVI.7M14	NSF14.NOVI.PM38	NSF22.NOVI.7M12	NSF22.NOVI.PM37	NSF22.NOVI.7M4	NSF6.NOVI.8M3	NSF6.NOVI.6M5
06f0739e32f0ad31404affc34baa8a47	0	657.146666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.486666666667	0	0	0	0	0
070cc7cefe482682f056e340a569c569	0	0	0	0	0	235.457142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0724ee14bb12983a282a328003feaf95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07349a3d457b346ae18fea9a99e78b87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07356141ecbdc39fea395e319cd9ff0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.5104	0	0	0	0	0
073d830187c7f1824a47e9d601dd46b3	0	19.430303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07af961f61ce5548bf1a5d3b8ccbd0ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07e37d6e6c8bff6299f270964bc042b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07f6b1ed7e3783a3db05ebd23a2f9418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216.69060773481	0	0	0
07fa9098a4f3ce0fbbf755ada6588588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0814ef60abd948b0784ab17a046b79f7	0	17.4239130434783	0	0	4.40760869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
083336034f07fc6af6065fec41e938d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
084bef14a26d9cd9e64296c05a5a4f02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
085de99eae386102f054276666c42f51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08abc6dfcd8eccfcb0de4ae667cde68e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08e153dc788176a813a3ebb7cd25069d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
092a1704b61349282d63d508013b5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
095c18ce75acdc5d096dbaff2ea248b0	0	0	0	0	0	0	0	0	0	0	0	181.203488372093	0	0	0	0	0	0	1728.48255813953	0	0	0
0980eaea8663226362b50ab4e2ef714b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09a4c038f3f2e501264a4e6408dbd3eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09aec8b89431427022c412a3f6a8bd3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09c7eaf574b4e5a669e167762dc58d1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a2feb936bb12281d8f5a1af3bd798c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a47c8b4a952345ae6f513786e026d91	0	0	0	0	9.52486187845304	0	0	0	0	0	0	0	0	0	62.7154696132597	0	0	0	0	0	20.1325966850829	108.171270718232
0ac2d7fafa180ed570414299af42eae7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ad744a1dc1d68477ad71013b0fa64e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ae37a4d19516d9f109edffbf5e67751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ae7fccbb85864f098b570fb7fd84e5e	0	29.1393939393939	0	22.6060606060606	0	1345.75757575758	0	0	0	0	351.793939393939	0	0	0	0	0	0	0	0	0	0	0
0b62ba9bdb885cbde736797f5645eb36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bebec29f8f82e2007caa25899aa2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c2be0135248e2b367a983b17347e951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c467f681609f1d554b3756af0873ebc	0	3.23185483870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4354838709677	0	0	0	0
0c6e6abfe24fb1318fd455c107e23b74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c83872ac6b6a3c20c6026091d9c9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c926fe9a284d4034332c781e239d1d1	0	0	0	13.6630036630037	0	0	0	0	0	0	0	0	0	0	71.2820512820513	0	0	0	0	0	6.67399267399267	0
0c9ca82771cfeb384a682dbbfb6d9725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ce9a5e133d2f69dd16392760bffc4cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d3b280a208598b483042c49c3a1839b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d990216bcc63cb7539c8bebe69cb865	0	0	0	0	0	128.364485981308	0	0	0	1067.97196261682	158.224299065421	0	0	0	0	0	0	0	0	0	0	9.8411214953271
0dc60bb0b0341bf91a1d34f8adfecd4c	0	0	0	0	0	0	0	0	12.2970085470085	0	0	0	0	0	0	0	0	0	0	0	13.6260683760684	0
0e087610005d8cafe03b34e1f7c52dd4	0	0	0	26.6414285714286	0	0	203.585714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e22f8a0e00ff871d0b8bf3bebf2624e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e2da19274ce5e1ee9e5e46266ba5cc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.815189873418	0	0	0	0	0
0e4a78d33e0850ea8eb46f17cf2d7152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ec1df4fe4d043317e7d5ca9e7a5ac0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f187e893cc5e0300d234235ef3e2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f82bb9276c00f40417d065514718561	0	0	0	0	0	0	0	0	52.3151515151515	0	0	0	0	0	0	0	0	0	0	0	0	0
0f9a15d5f90df2d074590dcd9ce43769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa11a022dd93c4a197f2f36fd84fd84	0	26.7133333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa3c8bf26b8dbf704e9fc60843360f1	0	0	0	0	9.77710843373494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa5b382c7e3138d4093e079babc377e	0	38.7782258064516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.3064516129032	0	0	0	0
0fd3c82a114571adede4dcecb363f8fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fed91066650d487a5d698599b9020ae	0	9.45722713864307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ff4a6b7bc39eb3dac5c4d45256cc406	0	0	0	0	0	0	229142.213675214	232.17094017094	0	0	0	0	0	0	0	133.388888888889	0	0	141.166666666667	0	0	0
10242e9663cff168ccae6ccca1e147b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863.611764705882	0	0	0
1047995bdc9862c0a4346a7d9c42bd04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10568bb8bbac7cc28727d73726791575	0	150.136708860759	0	0	0	69.5443037974683	0	0	0	0	0	0	0	0	0	0	43957.2911392405	0	0	0	0	0
10693581d18c9f7072655943db59be13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10f636d99a7305e3518cb05d6307f901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112190cca6c64928fcfb160240ced0e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113f55868e3a2c810145f6996fd38292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11d769ef41bc5a1e5279cf4225327f0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11e38c8bf0c5bf98ba0c82e183af8d04	0	32.0566666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.743333333333	0	0	0	0	0
11f07f5e9c54b4bcfa07854d872e3c69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12b517e8b628e8613a608dce952495f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12bcc6a594203401987e20844f3e5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12e1c1f591f970fd07f691bb5536cf8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12f1c45256434266b54212f16c48444b	0	0	0	0	0	0	0	26.8288888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131493a1d50842ba65d106bbd4a44247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13214c37afc1bfc5c38f014fd688664c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13256b3ecc9b8163df96eb341ee090bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.33	0
1334114387894bf16e20858d3fb714dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133cd27720faf693d08e0730a8451510	0	0	0	0	0	0	1425.1	0	0	5.06	241.86	0	0	0	0	0	539.23	11.65	0	0	0	0
138c037a2f74df7e23b648bab1bbbd9f	320.024242424242	0	11.3454545454545	0	0	55.4969696969697	647.769696969697	24.3878787878788	0	0	0	409.266666666667	0	0	0	0	0	0	1001.00606060606	10.2363636363636	0	0
138eeea615f57ee3dbc1e23429b7a412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13bd84a8015647d7e15c774947b7eb29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451.055421686747	0	0	0
13c532c51be492878ed664d4c9079abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13c7e4aba665d521f8bb6b576ad33379	0	0	0	0	0	74.8785046728972	499.448598130841	0	0	0	0	218.46261682243	0	0	0	0	0	0	926.163551401869	0	0	0
13e62fa9f0e8deddf4ea357245d815ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140794ff5c3335a5e2f1f8cbea5707d8	0	34.5935251798561	0	550.079136690647	499.007194244604	0	0	28.9532374100719	0	10.9136690647482	0	242.910071942446	0	0	3009.98201438849	224.553956834532	0	2371.11510791367	673.338129496403	154.273381294964	0	0
141cb98a61d20067bf50150f74b0229e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143017906116bcbb14570795e5988550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143f8c37f239bdf962ce61c7d794d2ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14914633f511e5ab3d95eae8dcefeae6	0	75.7690909090909	7.94	122.067272727273	0	208.107272727273	0	0	0	0	0	0	0	226.912727272727	153.32	90.8018181818182	0	0	0	0	115.941818181818	5.22181818181818
14b2c7993219e44d736fe8d51628fedb	0	0	0	0	352.895	0	3740.88	0	158.26	25.28	96.745	623.34	0	0	194.6	0	970.61	0	1156.16	101.31	505.59	1597.905
14ba81357ae5a060c9cbb85e0ac84279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1505b84af471a4e8709b0b4ac93b965a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152e62f8cbe2e4ad0ae3f2444002e22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153f364f4fc0db9a90bc0819e5d92b5e	0	0	0	0	40.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155dee0ceae6cff8b6995ced339c479b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15c866898d30f358c616b85269a10320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15da483c47ce0f988dc19a31d44e9f47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600a142e6e68de2c28c68ae5342d0ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629ecb95b0b371dc423bc0d91f84b74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16350460846e9102023b317c826444e5	0	0	0	23.9081196581197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16408666385d0cf0280043a9b8685822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165bbe93f53510c903f645c28116a23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167ac4f6f53e56c4dc91930092fb21b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16fcf5753b4a51d6c88fef91df43ae21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174ed78e73cbc3ad17f9f7fa88753f3d	0	0	0	0	0	0	0	0	0	1.44428571428571	0	0	0	0	0	0	0	0	0	0	0	0
17655bc5ab3c9aa95104203db536a37f	0	0	51.9935897435898	330.741452991453	3.46794871794872	0	0	47.2948717948718	0	220.403846153846	0	0	0	0	526.692307692308	66.6944444444444	0	479.034188034188	0	48.3461538461538	0	0
17cebc3125bb98e1f569067366397a35	0	0	0	0	0	0	1140.08	0	0	0	0	1412.904	0	0	0	0	0	0	176.176	0	0	0
17e4e3f900623f56f1e672f751f12e91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18015704de6c02522df0c65e32d2dfc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1820afe9ac04807751151ce292c7c3c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189f8a3d4b15211b2dd9d996e24d84eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18a7fb639dbd93a5303920f15a9519d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18c4be275f5245144c02f208fb5250e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18f18f6e7249a2943be08be8926f4377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0671428571429	0	0	0	0	0	0	0
195b80b9bc156cb64e934d453b3b2a02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199bab12cc2789dbd4184be8772622c6	0	0	2.30258302583026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19b99cb4e1d8ea151c5e8ca004010339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19d0dd4a2a75b1a1e1e3180a6d808008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a064227b9fe7c9d6f887196531fa2c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a4fefa85b6a85a92dd14b20d4dcf904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a61186eb66e6d2b5f2b5448bb7ff2a0	0	0	6.85714285714286	0	0	0	0	0	31.6190476190476	25.9304029304029	0	0	0	0	0	8483.49084249084	0	0	0	33.3992673992674	0	0
1a683bb3f428c571ce4dfdd925da262f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a6ff3f5707cff92e36b7858631b5cbe	0	0	2.47128712871287	0	0	0	0	0	0	139.174257425743	0	0	237122.801980198	410733.079207921	0	0	0	0	0	0	432.938613861386	0
1b26c85ef433e1c6a04e6d1c12a8f13d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b43386495b2a26507deb30c8ef54f17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b99b44c0623bb198024bb4a502480db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b9ba8f1b74e09513badcb0f44eb763d	0	0	0	0	0	0	4417.8	0	0	0	0	0	0	0	0	0	0	0	132.132	0	0	0
1bc1c60c15982de9c2f315c752755b5a	0	0	0	0	0	0	0	0	0	0	17.7179487179487	0	0	0	0	0	0	0	0	0	0	0
1bc2f924bf895800a78d83ef202825d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c17a3bf45bc0fa16b1ba7b39bd6a421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c2299ea4cf024d1f0d4e16f14b83ec2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c53d9ecec60fbbb8f747b2045fadaec	0	0	1.67741935483871	0	0	12.3064516129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1cc26aa1f35ba2be847b6dd84b6fdfc7	0	0	0	0	0	2052.36551724138	1474.23793103448	0	0	0	1150.90689655172	107.472413793103	0	0	0	0	0	0	1784.55172413793	0	0	0
1d24f5c8863da1ebba9f3430eeace11f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d2db694077109be8f1b34ab0d13d452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6233333333333	0	0	0	0	0	0	0
1d6726c8679267b4460de29f501d8fc4	0	0	0	0	0	0	0	0	0	0	42.6167400881057	0	0	0	0	0	190.035242290749	0	0	0	0	0
1d7498f1e0ef513e1ef5c755d5127b39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d75d8d522bd70f988f422f0a6cd7e21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5325	239.1325	3.83
1d77931e6158aa6913c3b2bc329312ca	0	0	0	0	0	0	0	0	0	31.1989361702128	0	0	0	0	0	0	0	53.8946808510638	0	0	0	0
1d79d3ce580de006844df0ffcaccba4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d8a0386063ef3da7557bc76095e34ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d8e1558439858e9f014696bb95f1a9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ddda75556ff863d26a19ce7aa8639ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30295566502463	0	0	0	0
1e029088b77a9db4ba324d6fc39b67cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e0f3691db6b6c5758dbeb52ac2e3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e33b4da55f8628bed2714dc22cdfb27	0	0	0	0	2.18010752688172	24.6155913978495	0	0	0	0	0	0	0	0	52.3118279569892	0	0	0	0	1.81451612903226	0	0
