OTU	NSF14.NOVI.1M22	NSF6.NOVI.1M20	NSF6.NOVI.1M16	NSF22.NOVI.PM24	NSF14.NOVI.PM25	NSF22.NOVI.PM22	NSF22.NOVI.1M19	NSF14.NOVI.1M19	NSF14.NOVI.1M17	NSF14.NOVI.3M7	NSF14.NOVI.3M13	NSF14.NOVI.3M9	NSF14.NOVI.3M11	NSF14.NOVI.3M15	NSF22.NOVI.PM18	NSF14.NOVI.3M8	NSF14.NOVI.3M12	NSF14.NOVI.3M14	NSF14.NOVI.3M10	NSF14.NOVI.3M6	NSF6.NOVI.5M3	NSF6.NOVI.3M1	NSF22.NOVI.3M2	NSF22.NOVI.5M3	NSF22.NOVI.6M1	NSF6.NOVI.4M1	NSF6.NOVI.4M4	NSF22.NOVI.4M1	NSF14.NOVI.4M1	NSF14.NOVI.5M4
070cc7cefe482682f056e340a569c569	0	0	0	151.8	104.622857142857	146.525714285714	0	0	0	26808.24	0	0	0	48.8657142857143	0	4280.53142857143	0	0	0	183.657142857143	0	0	0	0	0	0	0	0	0	0
0724ee14bb12983a282a328003feaf95	0	64.8564356435644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07349a3d457b346ae18fea9a99e78b87	0	7.48571428571429	0	0	0	0	0	0	0	342.232857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07356141ecbdc39fea395e319cd9ff0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
073d830187c7f1824a47e9d601dd46b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07af961f61ce5548bf1a5d3b8ccbd0ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07e37d6e6c8bff6299f270964bc042b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07f6b1ed7e3783a3db05ebd23a2f9418	0	0	0	782.756906077348	0	623.348066298342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07fa9098a4f3ce0fbbf755ada6588588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0814ef60abd948b0784ab17a046b79f7	0	0	0	0	6.41847826086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
083336034f07fc6af6065fec41e938d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
084bef14a26d9cd9e64296c05a5a4f02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
085de99eae386102f054276666c42f51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08abc6dfcd8eccfcb0de4ae667cde68e	0	90.7970297029703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08e153dc788176a813a3ebb7cd25069d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
092a1704b61349282d63d508013b5259	15.9423076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
095c18ce75acdc5d096dbaff2ea248b0	0	0	0	720.755813953488	0	1073.39534883721	0	0	0	0	0	0	0	0	258.156976744186	0	0	0	0	0	0	0	0	0	0	0	0	21.6395348837209	0	0
0980eaea8663226362b50ab4e2ef714b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09a4c038f3f2e501264a4e6408dbd3eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09aec8b89431427022c412a3f6a8bd3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.384861407249	0	0	0	0	0	0	0	0	0	0	0	0	0
09c7eaf574b4e5a669e167762dc58d1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a2feb936bb12281d8f5a1af3bd798c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a47c8b4a952345ae6f513786e026d91	0	0	6.61602209944751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.396408839779	6.77900552486188
0ac2d7fafa180ed570414299af42eae7	0	0	0	0	551.248484848485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ad744a1dc1d68477ad71013b0fa64e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ae37a4d19516d9f109edffbf5e67751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ae7fccbb85864f098b570fb7fd84e5e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b62ba9bdb885cbde736797f5645eb36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bebec29f8f82e2007caa25899aa2880	0	72.7847222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c2be0135248e2b367a983b17347e951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c467f681609f1d554b3756af0873ebc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c6e6abfe24fb1318fd455c107e23b74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c83872ac6b6a3c20c6026091d9c9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c926fe9a284d4034332c781e239d1d1	0	0	0	0	21.6336996336996	0	0	0	0	292.505494505494	0	0	0	25.0586080586081	0	406.509157509157	0	0	111.388278388278	13.8498168498169	5.27472527472527	1.45054945054945	6.26739926739927	5.16117216117216	25.014652014652	0	0	3.71794871794872	0	0
0c9ca82771cfeb384a682dbbfb6d9725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ce9a5e133d2f69dd16392760bffc4cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d3b280a208598b483042c49c3a1839b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d990216bcc63cb7539c8bebe69cb865	0	0	11.1915887850467	0	0	0	0	0	0	246279.719626168	1422.46728971963	20.5233644859813	0	0	0	283664.864485981	4289.15887850467	0	0	0	10.0981308411215	482.434579439252	0	0	0	7924.17757009346	11889.8785046729	0	235.051401869159	61.7523364485981
0dc60bb0b0341bf91a1d34f8adfecd4c	0	50.3867521367521	17.9102564102564	0	0	0	0	0	0	0	0	0	24.8974358974359	43.8547008547009	0	237.130341880342	112.07264957265	136.651709401709	0	88.8739316239316	0	0	10.9700854700855	14.3034188034188	0	0	0	7.22863247863248	0	0
0e087610005d8cafe03b34e1f7c52dd4	0	0	0	0	0	0	0	37.8785714285714	0	4791.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e22f8a0e00ff871d0b8bf3bebf2624e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e2da19274ce5e1ee9e5e46266ba5cc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e4a78d33e0850ea8eb46f17cf2d7152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.579746835443	0	0	0	0	0	0	0	0	0	0
0ec1df4fe4d043317e7d5ca9e7a5ac0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f187e893cc5e0300d234235ef3e2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f82bb9276c00f40417d065514718561	0	31.7575757575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f9a15d5f90df2d074590dcd9ce43769	0	0	0	0	0	0	0	0	50.370297029703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa11a022dd93c4a197f2f36fd84fd84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa3c8bf26b8dbf704e9fc60843360f1	0	0	0	0	14.2289156626506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa5b382c7e3138d4093e079babc377e	0	0	0	0	0	0	0	0	0	0	0	0	0	75.8608870967742	0	0	0	0	0	0	0	0	0	0	30.9778225806452	0	0	0	0	0
0fd3c82a114571adede4dcecb363f8fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fed91066650d487a5d698599b9020ae	0	0	0	0	0	0	67.952802359882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ff4a6b7bc39eb3dac5c4d45256cc406	0	0	0	908.200854700855	0	109.581196581197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1966.27991452991	0	0	0	0	0
10242e9663cff168ccae6ccca1e147b2	0	0	0	0	0	1166.46666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1047995bdc9862c0a4346a7d9c42bd04	0	0	0	0	0	0	0	0	0	618967.526570048	0	0	0	0	0	0	7284.76570048309	0	0	12366.3937198068	0	0	0	0	0	0	0	0	0	0
10568bb8bbac7cc28727d73726791575	0	86.2329113924051	0	0	3128.04810126582	0	0	0	0	0	0	0	0	0	187.354430379747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10693581d18c9f7072655943db59be13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10f636d99a7305e3518cb05d6307f901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112190cca6c64928fcfb160240ced0e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113f55868e3a2c810145f6996fd38292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11d769ef41bc5a1e5279cf4225327f0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11e38c8bf0c5bf98ba0c82e183af8d04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11f07f5e9c54b4bcfa07854d872e3c69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12b517e8b628e8613a608dce952495f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12bcc6a594203401987e20844f3e5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12e1c1f591f970fd07f691bb5536cf8a	0	0	0	289.536784741144	0	419.217983651226	20.9237057220708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12f1c45256434266b54212f16c48444b	0	0	0	0	0	0	0	0	0	266.182222222222	7.07111111111111	0	0	15.2022222222222	0	616.537777777778	0	0	45.0511111111111	16.8044444444444	0	0	0	0	0	0	0	0	31.4377777777778	0
131493a1d50842ba65d106bbd4a44247	0	0	0	0	0	0	127.973333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13214c37afc1bfc5c38f014fd688664c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13256b3ecc9b8163df96eb341ee090bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.04	0	0	0	0	0	0	0	0	0
1334114387894bf16e20858d3fb714dc	0	0	0	713.586080586081	0	0	0	0	0	0	0	0	0	0	0	0	211.336996336996	0	0	0	0	0	0	0	0	0	0	0	0	0
133cd27720faf693d08e0730a8451510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138c037a2f74df7e23b648bab1bbbd9f	0	0	0	1717.32727272727	0	1491.90909090909	0	0	0	0	0	0	0	0	233.230303030303	0	0	0	0	0	0	0	20.7454545454545	4.27272727272727	0	0	0	299.369696969697	0	0
138eeea615f57ee3dbc1e23429b7a412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13bd84a8015647d7e15c774947b7eb29	0	0	0	298.722891566265	0	3509.58072289157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13c532c51be492878ed664d4c9079abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13c7e4aba665d521f8bb6b576ad33379	0	0	0	827.565420560748	0	527.22429906542	35.8831775700935	0	0	0	0	0	0	0	179.827102803738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13e62fa9f0e8deddf4ea357245d815ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8498168498169	0	0	0	0	0	0	0	0	0	0
140794ff5c3335a5e2f1f8cbea5707d8	0	0	0	445.935251798561	12.7482014388489	885.485611510792	0	0	0	287.244604316547	228.91726618705	0	41.9136690647482	258.392086330935	106.482014388489	0	0	28.7553956834532	0	204.017985611511	0	0	112.859712230216	5.06834532374101	614.125899280576	0	0	34.0755395683453	0	9.50719424460432
141cb98a61d20067bf50150f74b0229e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143017906116bcbb14570795e5988550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143f8c37f239bdf962ce61c7d794d2ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14914633f511e5ab3d95eae8dcefeae6	203.490909090909	9.52727272727273	13.0618181818182	0	25.7727272727273	0	55.8436363636364	0	0	12558.9090909091	1668.12	4136.72545454546	317.776363636364	1063.50363636364	21.5290909090909	3732.85454545455	953.641818181818	72.6727272727273	313.307272727273	419.365454545455	68.0890909090909	1.44181818181818	0	12.1709090909091	0	97.2618181818182	0	0	0	0
14b2c7993219e44d736fe8d51628fedb	0	825.345	526.85	354.2	0	205.135	556.695	0	0	0	0	0	0	0	118.41	0	0	0	0	0	0	3.965	8.555	12.33	213.41	0	0	49.06	0	7.55
14ba81357ae5a060c9cbb85e0ac84279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10628019323672	0	0	0	0	0	0
1505b84af471a4e8709b0b4ac93b965a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152e62f8cbe2e4ad0ae3f2444002e22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26726726726727
153f364f4fc0db9a90bc0819e5d92b5e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155dee0ceae6cff8b6995ced339c479b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507.755714285714	0	0	0	0	0	0	0	0	0	0
15c866898d30f358c616b85269a10320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15da483c47ce0f988dc19a31d44e9f47	0	0	0	0	0	0	0	0	0	0	8.486	0	23.304	20.524	0	221.954	0	31.976	0	68.06	0	0	0	0	0	0	0	0	0	0
1600a142e6e68de2c28c68ae5342d0ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629ecb95b0b371dc423bc0d91f84b74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16350460846e9102023b317c826444e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16408666385d0cf0280043a9b8685822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165bbe93f53510c903f645c28116a23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167ac4f6f53e56c4dc91930092fb21b7	162.201086956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16fcf5753b4a51d6c88fef91df43ae21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39146341463415	0	0	0	0	0	0	0
174ed78e73cbc3ad17f9f7fa88753f3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17655bc5ab3c9aa95104203db536a37f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.7136752136752	0	0
