OTU	NSF14.NOVI.PM9	NSF14.NOVI.PM13	NSF22.NOVI.1M20	NSF14.NOVI.1M18	NSF14.NOVI.PM6	NSF22.NOVI.1M18	NSF14.NOVI.PM21	NSF14.NOVI.PM15	NSF14.NOVI.PM11	NSF22.NOVI.PM25	NSF14.NOVI.PM7	NSF14.NOVI.1M23	NSF14.NOVI.PM10	NSF14.NOVI.PM16	NSF14.NOVI.PM12	NSF6.NOVI.PM19	NSF22.NOVI.1M16	NSF22.NOVI.1M22	NSF22.NOVI.4M3	NSF22.NOVI.3M4	NSF6.NOVI.4M2	NSF6.NOVI.3M3	NSF22.NOVI.5M5	NSF14.NOVI.4M3	NSF14.NOVI.3M4	NSF14.NOVI.5M5	NSF14.NOVI.5M1	NSF14.NOVI.6M3
045b52daf372bbcb6fcbd25c4ac150c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
046b8313b63c590a0c5db6c12c831863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
047735756066cc08e1422d33659f78e3	0	0	0	12.1899641577061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0483511ad55f6bc8287174dcf75eabfe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05276dabd97bb322a736fa48f2e6a453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.17	0	0	0	0	0	0	0	0	0	0
05368ee8187b415dd6d4748d334c4820	0	0	0	0	0	0	23.6763485477178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0556f46a264fa18ad669ed8be2d40016	0	0	0	0	3.01612903225806	0	30.6774193548387	0	0	0	0	0	0	0	10.5430107526882	0	0	0	0	0	0	0	0	0	0	0	0	0
0576d45a911b53117032d760eb39d689	0	0	0	0	0	0	295.137931034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05936d8187a41ccd30c4f12e3feb6a90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05eb3c32f1d3b3be2bdc07e5516375e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05fca624332f3e060efcff1d391a9369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06094875913b945b59766b9fa5a73b36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0623ab7d45e188fc2e7a417610519d6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
062a6a55d6c81c8a614cb6cbb648003d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0646e2d2b6879bcfa7bd2d5fbd14a8de	0	15993.347826087	0	0	0	0	89752.0458937198	994.777777777778	0	0	0	7966.29951690821	0	0	1536.73429951691	0	0	0	0	0	0	0	0	0	0	0	0	0
0663b06ea796b0199377151467b7fc09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0665c298d8dcf7d257ae8ccf9ed14b3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
068c5ca5a5c7da6e1838de061f9a833e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06a5ac57d31b062f79ca848747f6e327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06b6ca186d20f299c07da509a51aa1c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06eb3ddd0bb09e61c6351c962d5e82f6	0	0	0	0	53.4285714285714	0	0	0	10.4603174603175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06f0739e32f0ad31404affc34baa8a47	447.37	0	0	0	0	0	0	424.056666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
070cc7cefe482682f056e340a569c569	0	0	0	55.88	0	0	0	0	0	3906.82285714286	0	0	0	78.7857142857143	0	5.12	0	18.7028571428571	0	0	0	0	0	0	0	0	0	0
0724ee14bb12983a282a328003feaf95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07349a3d457b346ae18fea9a99e78b87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07356141ecbdc39fea395e319cd9ff0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
073d830187c7f1824a47e9d601dd46b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07af961f61ce5548bf1a5d3b8ccbd0ca	0	0	0	0	22.44	0	114.12	64.69	30.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07e37d6e6c8bff6299f270964bc042b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07f6b1ed7e3783a3db05ebd23a2f9418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07fa9098a4f3ce0fbbf755ada6588588	0	0	0	0	0	0	0	0	0	0	0	84.5405940594059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0814ef60abd948b0784ab17a046b79f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08152173913043	0	0	0	0	0	0	0	0	0	0
083336034f07fc6af6065fec41e938d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
084bef14a26d9cd9e64296c05a5a4f02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
085de99eae386102f054276666c42f51	0	5.53846153846154	0	0	0	0	0	0	0	0	0	0	0	0	17.2417582417582	0	0	0	0	0	0	0	0	0	0	0	0	0
08abc6dfcd8eccfcb0de4ae667cde68e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08e153dc788176a813a3ebb7cd25069d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
092a1704b61349282d63d508013b5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
095c18ce75acdc5d096dbaff2ea248b0	0	0	0	0	0	0	0	25.0697674418605	0	198.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0980eaea8663226362b50ab4e2ef714b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09a4c038f3f2e501264a4e6408dbd3eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09aec8b89431427022c412a3f6a8bd3e	0	0	0	0	0	0	0	0	1.40511727078891	0	0	0	1.65565031982942	0	47.6705756929637	0	0	0	0	0	0	0	0	0	0	0	0	0
09c7eaf574b4e5a669e167762dc58d1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a2feb936bb12281d8f5a1af3bd798c1	0	0	0	0	10.4859813084112	0	0	0	10.2616822429907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a47c8b4a952345ae6f513786e026d91	0	41.7693370165746	0	0	3.09944751381215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2127071823204	10.9364640883978	0	0
0ac2d7fafa180ed570414299af42eae7	0	0	0	0	108.8	0	0	0	0	0	0	0	0	0	42.7878787878788	0	0	0	0	0	0	0	0	0	0	0	0	0
0ad744a1dc1d68477ad71013b0fa64e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ae37a4d19516d9f109edffbf5e67751	0	0	0	0	0	0	1045.05128205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ae7fccbb85864f098b570fb7fd84e5e	110.921212121212	0	0	0	0	0	0	0	0	0	251.836363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b62ba9bdb885cbde736797f5645eb36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bebec29f8f82e2007caa25899aa2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c2be0135248e2b367a983b17347e951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c467f681609f1d554b3756af0873ebc	0	0	0	10.2862903225806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c6e6abfe24fb1318fd455c107e23b74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c83872ac6b6a3c20c6026091d9c9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c926fe9a284d4034332c781e239d1d1	0	0	0	6.23076923076923	0	0	0	15.7948717948718	0	0	0	0	0	101.007326007326	0	0	0	0	0	28.1978021978022	0	0	0	0	0	0	0	0
0c9ca82771cfeb384a682dbbfb6d9725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ce9a5e133d2f69dd16392760bffc4cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d3b280a208598b483042c49c3a1839b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d990216bcc63cb7539c8bebe69cb865	0	0	0	0	0	0	0	0	0	0	215.747663551402	0	0	0	0	167.518691588785	0	0	0	0	912.803738317757	18.7990654205607	0	0	0	0	1916.71028037383	0
0dc60bb0b0341bf91a1d34f8adfecd4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.38247863247863	12.3354700854701	0	0	8.41880341880342	0	0	0	0	0
0e087610005d8cafe03b34e1f7c52dd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e22f8a0e00ff871d0b8bf3bebf2624e	0	0	0	7.94859813084112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e2da19274ce5e1ee9e5e46266ba5cc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e4a78d33e0850ea8eb46f17cf2d7152	0	0	0	0	5.68101265822785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ec1df4fe4d043317e7d5ca9e7a5ac0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f187e893cc5e0300d234235ef3e2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f82bb9276c00f40417d065514718561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f9a15d5f90df2d074590dcd9ce43769	0	0	0	5.05148514851485	0	0	0	0	0	0	0	5685.37821782178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa11a022dd93c4a197f2f36fd84fd84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa3c8bf26b8dbf704e9fc60843360f1	0	0	0	0	13.5180722891566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fa5b382c7e3138d4093e079babc377e	0	0	0	25.7157258064516	0	0	0	0	0	0	0	0	0	0	0	0	0	81.0766129032258	0	0	0	0	0	678.655241935484	70.741935483871	8.70766129032258	0	2.15524193548387
0fd3c82a114571adede4dcecb363f8fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fed91066650d487a5d698599b9020ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ff4a6b7bc39eb3dac5c4d45256cc406	0	0	8.91452991452991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3335.1452991453	0	8.22435897435897	0	0	0	0	0	0	0	0
10242e9663cff168ccae6ccca1e147b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1047995bdc9862c0a4346a7d9c42bd04	0	0	0	0	9762.14251207729	0	0	0	0	0	0	0	0	0	6330.73913043478	0	0	0	0	0	0	0	0	0	0	0	0	0
10568bb8bbac7cc28727d73726791575	1351.37974683544	2545.59493670886	0	0	1715.70126582278	0	390.027848101266	114.635443037975	47.8177215189873	0	46.7544303797468	0	235.918987341772	19616.5721518987	552.111392405063	0	0	0	0	0	0	0	0	0	0	0	0	0
10693581d18c9f7072655943db59be13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10f636d99a7305e3518cb05d6307f901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112190cca6c64928fcfb160240ced0e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113f55868e3a2c810145f6996fd38292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11d769ef41bc5a1e5279cf4225327f0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11e38c8bf0c5bf98ba0c82e183af8d04	0	0	0	0	0	0	0	50.3133333333333	0	0	0	0	0	321.706666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11f07f5e9c54b4bcfa07854d872e3c69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12b517e8b628e8613a608dce952495f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12bcc6a594203401987e20844f3e5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.24	0	0	0
12e1c1f591f970fd07f691bb5536cf8a	0	0	0	0	0	0	46.6430517711172	0	0	139.719346049046	0	0	0	75.1362397820163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12f1c45256434266b54212f16c48444b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73555555555556	0	0	0	3.50222222222222	0	0	0	0	0
131493a1d50842ba65d106bbd4a44247	0	0	64.8933333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13214c37afc1bfc5c38f014fd688664c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13256b3ecc9b8163df96eb341ee090bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1334114387894bf16e20858d3fb714dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1135531135531	0	0	0	0	0	0	0	0	0	0	0	0	0
133cd27720faf693d08e0730a8451510	0	0	0	0	0	25.04	0	0	0	0	0	0	0	137.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138c037a2f74df7e23b648bab1bbbd9f	0	0	134.842424242424	0	0	0	0	0	0	5075.90909090909	0	0	0	0	0	0	0	34.0060606060606	50.9515151515152	0	0	0	0	0	0	0	0	0
138eeea615f57ee3dbc1e23429b7a412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13bd84a8015647d7e15c774947b7eb29	0	0	43.5614457831325	0	5.40722891566265	0	0	0	0	0	0	0	0	0	0	0	0	439.431325301205	0	0	0	0	0	0	0	0	0	0
13c532c51be492878ed664d4c9079abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13c7e4aba665d521f8bb6b576ad33379	0	0	0	0	0	0	0	0	0	159.742990654206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13e62fa9f0e8deddf4ea357245d815ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140794ff5c3335a5e2f1f8cbea5707d8	0	10.8776978417266	0	18.3525179856115	4.03597122302158	0	0	0	0	1168.18345323741	0	0	0	99.1906474820144	0	0	2461.21223021583	228.755395683453	2.01438848920863	976.035971223022	30.1151079136691	0	5.66906474820144	67.2697841726619	21.0359712230216	67.3237410071942	0	0
141cb98a61d20067bf50150f74b0229e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143017906116bcbb14570795e5988550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143f8c37f239bdf962ce61c7d794d2ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14914633f511e5ab3d95eae8dcefeae6	66.5509090909091	0	0	386.516363636364	102.001818181818	0	1203.44363636364	15.6818181818182	64.6909090909091	0	0	10091.1145454545	8.47090909090909	325.885454545455	2.85272727272727	39.1090909090909	0	0	4.07636363636364	0	35.5163636363636	10.4490909090909	0	1003.03818181818	297.718181818182	2.61818181818182	0	71.9090909090909
14b2c7993219e44d736fe8d51628fedb	0	83.16	97.34	0	1531.56	62.59	684.72	0	131.775	598.23	0	0	0	0	529.52	26.885	5183.46	18.705	8.405	2588.295	0	0	23.64	0	0	35.995	0	213.78
14ba81357ae5a060c9cbb85e0ac84279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1505b84af471a4e8709b0b4ac93b965a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152e62f8cbe2e4ad0ae3f2444002e22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153f364f4fc0db9a90bc0819e5d92b5e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1533333333333	0	0	0	0	0	0
155dee0ceae6cff8b6995ced339c479b	0	0	0	0	0	0	0	30.8028571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15c866898d30f358c616b85269a10320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15da483c47ce0f988dc19a31d44e9f47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62
1600a142e6e68de2c28c68ae5342d0ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629ecb95b0b371dc423bc0d91f84b74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16350460846e9102023b317c826444e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16408666385d0cf0280043a9b8685822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165bbe93f53510c903f645c28116a23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167ac4f6f53e56c4dc91930092fb21b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26086956521739	0	0	0	0	0	0	0	0	0	0	0	0	0
16fcf5753b4a51d6c88fef91df43ae21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174ed78e73cbc3ad17f9f7fa88753f3d	0	0	0	0	0	0	0	0	0	0	0	0	6.65571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17655bc5ab3c9aa95104203db536a37f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851.271367521368	0	0	0	0	0	0	0	0	0	0
17cebc3125bb98e1f569067366397a35	0	0	0	0	0	0	0	0	0	1640.864	0	0	0	0	0	0	0	22.448	0	0	0	0	0	0	0	0	0	0
17e4e3f900623f56f1e672f751f12e91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18015704de6c02522df0c65e32d2dfc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1820afe9ac04807751151ce292c7c3c4	0	0	0	12.2939759036145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419.226506024096	17.3469879518072	0	0
189f8a3d4b15211b2dd9d996e24d84eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.8883495145631	0	0
18a7fb639dbd93a5303920f15a9519d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18c4be275f5245144c02f208fb5250e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18f18f6e7249a2943be08be8926f4377	0	0	0	0	0	125.18	0	0	0	0	0	0	0	0	0	0	236.958571428571	0	0	0	0	0	0	0	0	0	0	0
195b80b9bc156cb64e934d453b3b2a02	0	0	0	0	0	0	229.912087912088	0	0	0	0	430.058608058608	0	0	0	0	303.791208791209	0	0	0	0	0	0	0	0	0	0	0
199bab12cc2789dbd4184be8772622c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19b99cb4e1d8ea151c5e8ca004010339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19d0dd4a2a75b1a1e1e3180a6d808008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a064227b9fe7c9d6f887196531fa2c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a4fefa85b6a85a92dd14b20d4dcf904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
