Label	abundance	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	IsSingleNode	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	oriID	PartnerOfMultiEdgedNodePairs	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	Stress	TopologicalCoefficient	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
026b137ceb23fadad8d4917352470ce9	11.9833333333333	1.6	0	0.625	1	2	2	false	026b137ceb23fadad8d4917352470ce9	0	3.5	0	2	026b137ceb23fadad8d4917352470ce9	0	2	0.88	1	false	0	026b137ceb23fadad8d4917352470ce9	0	0.7	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Runella; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Cytophagaceae	 g__Runella	 s__	1	Noninhibitory	Noninhibitory
03a533c87ed1b0a0fbae13482427dd15	53.1904761904762	10.1704545454545	0.184675324675325	0.0983240223463687	0	2	26	false	03a533c87ed1b0a0fbae13482427dd15	0	3.5	0	2	03a533c87ed1b0a0fbae13482427dd15	0	2	0.166322314049587	1	false	0	03a533c87ed1b0a0fbae13482427dd15	3306380	0.5	0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__; s__	0.999651758	Noninhibitory	Noninhibitory	k__Archaea	 p__Crenarchaeota	 c__Thaumarchaeota	 o__Cenarchaeales	 f__Cenarchaeaceae	 g__	 s__	0.999651758	Noninhibitory	Noninhibitory
05276dabd97bb322a736fa48f2e6a453	110.43	11.3693181818182	0	0.0879560219890055	1	3	27	false	05276dabd97bb322a736fa48f2e6a453	0	5	0	3	05276dabd97bb322a736fa48f2e6a453	0	3	0.0573347107438017	2	false	0	05276dabd97bb322a736fa48f2e6a453	0	1	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__	0.978061458	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__	0.978061458	Noninhibitory	Noninhibitory
062a6a55d6c81c8a614cb6cbb648003d	16.879746835443	13.7443181818182	0	0.072757337742869	1	2	30	false	062a6a55d6c81c8a614cb6cbb648003d	0	2.5	0	2	062a6a55d6c81c8a614cb6cbb648003d	0	2	-0.158574380165289	1	false	0	062a6a55d6c81c8a614cb6cbb648003d	0	0.833333333333333	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Alkanindiges; s__	0.987511315	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Alkanindiges	 s__	0.987511315	Noninhibitory	Noninhibitory
06a5ac57d31b062f79ca848747f6e327	37.1268656716418	1	0	1	0	1	1	false	06a5ac57d31b062f79ca848747f6e327	0	1	0	1	06a5ac57d31b062f79ca848747f6e327	0	1	1	3	false	0	06a5ac57d31b062f79ca848747f6e327	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.966449436	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Bilophila	 s__	0.966449436	Noninhibitory	Noninhibitory
070cc7cefe482682f056e340a569c569	34388.6114285714	1	0	1	0	1	1	false	070cc7cefe482682f056e340a569c569	0	1	0	1	070cc7cefe482682f056e340a569c569	0	1	1	24	false	0	070cc7cefe482682f056e340a569c569	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas; s__	0.979761751	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Rhodocyclales	 f__Rhodocyclaceae	 g__Dechloromonas	 s__	0.979761751	Noninhibitory	Noninhibitory
07349a3d457b346ae18fea9a99e78b87	171.787142857143	1.5	0.5	0.666666666666667	0	2	2	false	07349a3d457b346ae18fea9a99e78b87	0	2	0	2	07349a3d457b346ae18fea9a99e78b87	0	2	0.833333333333333	2	false	0	07349a3d457b346ae18fea9a99e78b87	6	0.5	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0.882616227	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__	0.882616227	Noninhibitory	Noninhibitory
07356141ecbdc39fea395e319cd9ff0b	6.1088	2	0	0.5	0	1	3	false	07356141ecbdc39fea395e319cd9ff0b	0	2	0	1	07356141ecbdc39fea395e319cd9ff0b	0	1	0.5	2	false	0	07356141ecbdc39fea395e319cd9ff0b	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Vagococcus; s__	0.998813505	Noninhibitory	Noninhibitory	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Vagococcus	 s__	0.998813505	Noninhibitory	Noninhibitory
073d830187c7f1824a47e9d601dd46b3	60.2727272727273	12.6647727272727	0.127792207792208	0.078959174517721	0.466666666666667	6	29	false	073d830187c7f1824a47e9d601dd46b3	0	5	0	6	073d830187c7f1824a47e9d601dd46b3	0	6	-0.0604338842975206	2	false	0	073d830187c7f1824a47e9d601dd46b3	3063632	0.555555555555556	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	0.99998413	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__	0.99998413	Noninhibitory	Noninhibitory
07e37d6e6c8bff6299f270964bc042b4	59.4117647058824	9.38068181818182	0.193701298701299	0.106602059357965	0	2	25	false	07e37d6e6c8bff6299f270964bc042b4	0	5	0	2	07e37d6e6c8bff6299f270964bc042b4	0	2	0.238119834710744	2	false	0	07e37d6e6c8bff6299f270964bc042b4	3340992	0.5	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__	0.999999968	Noninhibitory	Noninhibitory	k__Bacteria	 p__Acidobacteria	 c__Acidobacteria-6	 o__CCU21	 f__	 g__	 s__	0.999999968	Noninhibitory	Noninhibitory
