Label	abundance	degree	name	negdegree	oriID	posdegree	samplecount	selected	shared.name	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
0226e17918578c57b9c1e3c0dec2ce51	15500.9662650602	2	0226e17918578c57b9c1e3c0dec2ce51	0	0226e17918578c57b9c1e3c0dec2ce51	2	18	false	0226e17918578c57b9c1e3c0dec2ce51	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	0.779043193	HP11E.USA.Wild.Bd.Inhibitory	Inhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Agrobacterium	 s__	0.779043193	HP11E.USA.Wild.Bd.Inhibitory	Inhibitory
026b137ceb23fadad8d4917352470ce9	11.9833333333333	11	026b137ceb23fadad8d4917352470ce9	0	026b137ceb23fadad8d4917352470ce9	11	1	false	026b137ceb23fadad8d4917352470ce9	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Runella; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Cytophagaceae	 g__Runella	 s__	1	Noninhibitory	Noninhibitory
03a1f2a253e2bb6a98e63effa0d193e9	104.995726495727	11	03a1f2a253e2bb6a98e63effa0d193e9	0	03a1f2a253e2bb6a98e63effa0d193e9	11	1	false	03a1f2a253e2bb6a98e63effa0d193e9	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans	0.988878165	CC6Q.USA.Wild.Bd.Inhibitory	Inhibitory	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__succinicans	0.988878165	CC6Q.USA.Wild.Bd.Inhibitory	Inhibitory
047735756066cc08e1422d33659f78e3	18.3297491039426	10	047735756066cc08e1422d33659f78e3	0	047735756066cc08e1422d33659f78e3	10	2	false	047735756066cc08e1422d33659f78e3	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.998606687	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingobium	NA	0.998606687	Noninhibitory	Noninhibitory
05eb3c32f1d3b3be2bdc07e5516375e1	41.715	11	05eb3c32f1d3b3be2bdc07e5516375e1	0	05eb3c32f1d3b3be2bdc07e5516375e1	11	1	false	05eb3c32f1d3b3be2bdc07e5516375e1	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.999969341	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	NA	NA	0.999969341	Noninhibitory	Noninhibitory
05fca624332f3e060efcff1d391a9369	294.884848484849	21	05fca624332f3e060efcff1d391a9369	0	05fca624332f3e060efcff1d391a9369	21	2	false	05fca624332f3e060efcff1d391a9369	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	0.999999936	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__	0.999999936	Noninhibitory	Noninhibitory
06a5ac57d31b062f79ca848747f6e327	37.1268656716418	7	06a5ac57d31b062f79ca848747f6e327	0	06a5ac57d31b062f79ca848747f6e327	7	3	false	06a5ac57d31b062f79ca848747f6e327	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.966449436	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Bilophila	 s__	0.966449436	Noninhibitory	Noninhibitory
06f0739e32f0ad31404affc34baa8a47	7.43333333333333	1	06f0739e32f0ad31404affc34baa8a47	0	06f0739e32f0ad31404affc34baa8a47	1	1	false	06f0739e32f0ad31404affc34baa8a47	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rubrivivax; s__gelatinosus	0.950458225	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rubrivivax	 s__gelatinosus	0.950458225	Noninhibitory	Noninhibitory
070cc7cefe482682f056e340a569c569	11291.0228571429	4	070cc7cefe482682f056e340a569c569	0	070cc7cefe482682f056e340a569c569	4	6	false	070cc7cefe482682f056e340a569c569	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas; s__	0.979761751	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Rhodocyclales	 f__Rhodocyclaceae	 g__Dechloromonas	 s__	0.979761751	Noninhibitory	Noninhibitory
083336034f07fc6af6065fec41e938d9	4.38827838827839	11	083336034f07fc6af6065fec41e938d9	0	083336034f07fc6af6065fec41e938d9	11	1	false	083336034f07fc6af6065fec41e938d9	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999985427	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	NA	NA	0.999985427	Noninhibitory	Noninhibitory
