Label	abundance	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	IsSingleNode	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	oriID	PartnerOfMultiEdgedNodePairs	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	Stress	TopologicalCoefficient	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
03144a3f5d639d4de42fa07527452428	56.8246153846154	1	0	1	1	5	1	false	03144a3f5d639d4de42fa07527452428	0	5	0	5	03144a3f5d639d4de42fa07527452428	0	5	1	1	false	0	03144a3f5d639d4de42fa07527452428	0	1	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Zoogloea; s__	0.999827638	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Rhodocyclales	 f__Rhodocyclaceae	 g__Zoogloea	 s__	0.999827638	Noninhibitory	Noninhibitory
03496a3f7dcbeefb48313d87836888ca	11.0882978723404	3.78217821782178	0.269306930693069	0.264397905759162	0.777777777777778	9	8	false	03496a3f7dcbeefb48313d87836888ca	0	10.8888888888889	0	9	03496a3f7dcbeefb48313d87836888ca	0	9	0.940804718769749	2	false	0	03496a3f7dcbeefb48313d87836888ca	1049728	0.538888888888889	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__paraputrificum	0.879084878	Noninhibitory	Noninhibitory	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__paraputrificum	0.879084878	Noninhibitory	Noninhibitory
05276dabd97bb322a736fa48f2e6a453	116.52	1	0	1	1	3	1	false	05276dabd97bb322a736fa48f2e6a453	0	3	0	3	05276dabd97bb322a736fa48f2e6a453	0	3	1	1	false	0	05276dabd97bb322a736fa48f2e6a453	0	1	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__	0.978061458	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__	0.978061458	Noninhibitory	Noninhibitory
05eb3c32f1d3b3be2bdc07e5516375e1	6.79	1.11111111111111	0.00793650793650794	0.9	0.964285714285714	8	2	false	05eb3c32f1d3b3be2bdc07e5516375e1	0	7.875	0	8	05eb3c32f1d3b3be2bdc07e5516375e1	0	8	0.986111111111111	1	false	0	05eb3c32f1d3b3be2bdc07e5516375e1	4	0.875	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.999969341	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	NA	NA	0.999969341	Noninhibitory	Noninhibitory
06f0739e32f0ad31404affc34baa8a47	8312.93333333334	2.45	0	0.408163265306122	0	1	4	false	06f0739e32f0ad31404affc34baa8a47	0	12	0	1	06f0739e32f0ad31404affc34baa8a47	0	1	0.879166666666667	24	false	0	06f0739e32f0ad31404affc34baa8a47	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rubrivivax; s__gelatinosus	0.950458225	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rubrivivax	 s__gelatinosus	0.950458225	Noninhibitory	Noninhibitory
07349a3d457b346ae18fea9a99e78b87	712.451428571428	1.6	0	0.625	1	2	2	false	07349a3d457b346ae18fea9a99e78b87	0	4.5	0	2	07349a3d457b346ae18fea9a99e78b87	0	2	0.88	4	false	0	07349a3d457b346ae18fea9a99e78b87	0	0.9	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0.882616227	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__	0.882616227	Noninhibitory	Noninhibitory
092a1704b61349282d63d508013b5259	36.9700854700855	1.5	0.166666666666667	0.666666666666667	0	2	2	false	092a1704b61349282d63d508013b5259	0	2.5	0	2	092a1704b61349282d63d508013b5259	0	2	0.833333333333333	2	false	0	092a1704b61349282d63d508013b5259	4	0.75	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__	0.999755941	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__	0.999755941	Noninhibitory	Noninhibitory
09c7eaf574b4e5a669e167762dc58d1a	240.59	1.3	0.277777777777778	0.769230769230769	0.476190476190476	7	2	false	09c7eaf574b4e5a669e167762dc58d1a	0	6.14285714285714	0	7	09c7eaf574b4e5a669e167762dc58d1a	0	7	0.9625	2	false	0	09c7eaf574b4e5a669e167762dc58d1a	74	0.732142857142857	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__	0.999998518	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__	 s__	0.999998518	Noninhibitory	Noninhibitory
0a47c8b4a952345ae6f513786e026d91	1497.65883977901	2	0	0.5	0	1	3	false	0a47c8b4a952345ae6f513786e026d91	0	3	0	1	0a47c8b4a952345ae6f513786e026d91	0	1	0.666666666666667	22	false	0	0a47c8b4a952345ae6f513786e026d91	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.999995639	Noninhibitory	Noninhibitory	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	NA	NA	NA	0.999995639	Noninhibitory	Noninhibitory
0c6e6abfe24fb1318fd455c107e23b74	5.57065217391304	1	0	1	1	10	1	false	0c6e6abfe24fb1318fd455c107e23b74	0	10	0	10	0c6e6abfe24fb1318fd455c107e23b74	0	10	1	1	false	0	0c6e6abfe24fb1318fd455c107e23b74	0	1	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__haemobos	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Tenericutes	 c__Mollicutes	 o__Mycoplasmatales	 f__Mycoplasmataceae	 g__Mycoplasma	 s__haemobos	1	Noninhibitory	Noninhibitory
