Label	abundance	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	IsSingleNode	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	oriID	PartnerOfMultiEdgedNodePairs	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	Stress	TopologicalCoefficient	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
00579bd7411b49075df018e7a6367c01	274.614617940199	5.13924050632911	0.00850373255436546	0.194581280788177	0	5	10	false	00579bd7411b49075df018e7a6367c01	0	5	0	5	00579bd7411b49075df018e7a6367c01	0	5	0.704339963833635	2	false	0	00579bd7411b49075df018e7a6367c01	11268	0.571428571428571	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__	0.998914167	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__	 g__	 s__	0.998914167	Noninhibitory	Noninhibitory
00f31abc7cdc4b21954e4dcd1f87c422	9.50666666666667	3.46153846153846	0	0.288888888888889	0	1	5	false	00f31abc7cdc4b21954e4dcd1f87c422	0	3	0	1	00f31abc7cdc4b21954e4dcd1f87c422	0	1	0.726495726495726	1	false	0	00f31abc7cdc4b21954e4dcd1f87c422	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__	0.990590311	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Sphingobacteriia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter	 s__	0.990590311	Noninhibitory	Noninhibitory
0226e17918578c57b9c1e3c0dec2ce51	15500.9662650602	2	0	0.5	0	1	3	false	0226e17918578c57b9c1e3c0dec2ce51	0	2	0	1	0226e17918578c57b9c1e3c0dec2ce51	0	1	0.5	18	false	0	0226e17918578c57b9c1e3c0dec2ce51	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	0.779043193	HP11E.USA.Wild.Bd.Inhibitory	Inhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Agrobacterium	 s__	0.779043193	HP11E.USA.Wild.Bd.Inhibitory	Inhibitory
026b137ceb23fadad8d4917352470ce9	11.9833333333333	5.15602836879433	0.0415288427950722	0.1939477303989	0	2	9	false	026b137ceb23fadad8d4917352470ce9	0	6.5	0	2	026b137ceb23fadad8d4917352470ce9	0	2	0.861465721040189	1	false	0	026b137ceb23fadad8d4917352470ce9	41910	0.611111111111111	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Runella; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Cytophagaceae	 g__Runella	 s__	1	Noninhibitory	Noninhibitory
03496a3f7dcbeefb48313d87836888ca	11.0882978723404	5.63157894736842	0.257102934326968	0.177570093457944	0	9	9	false	03496a3f7dcbeefb48313d87836888ca	0	4.77777777777778	0	9	03496a3f7dcbeefb48313d87836888ca	0	9	0.905477980665951	2	false	0	03496a3f7dcbeefb48313d87836888ca	3575832	0.290598290598291	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__paraputrificum	0.879084878	Noninhibitory	Noninhibitory	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__paraputrificum	0.879084878	Noninhibitory	Noninhibitory
046b8313b63c590a0c5db6c12c831863	60.7520161290323	6.21518987341772	0.0050128024811569	0.160896130346232	0	3	12	false	046b8313b63c590a0c5db6c12c831863	0	10.6666666666667	0	3	046b8313b63c590a0c5db6c12c831863	0	3	0.62748643761302	1	false	0	046b8313b63c590a0c5db6c12c831863	22734	0.743589743589744	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.988509234	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__	0.988509234	Noninhibitory	Noninhibitory
047735756066cc08e1422d33659f78e3	18.3297491039426	6.27659574468085	0.0495740904844163	0.159322033898305	0.222222222222222	10	11	false	047735756066cc08e1422d33659f78e3	0	4.7	0	10	047735756066cc08e1422d33659f78e3	0	10	0.824113475177305	2	false	0	047735756066cc08e1422d33659f78e3	64064	0.313333333333333	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.998606687	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingobium	NA	0.998606687	Noninhibitory	Noninhibitory
0556f46a264fa18ad669ed8be2d40016	7.06989247311828	1.85714285714286	0	0.538461538461538	1	2	2	false	0556f46a264fa18ad669ed8be2d40016	0	14	0	2	0556f46a264fa18ad669ed8be2d40016	0	2	0.938775510204082	1	false	0	0556f46a264fa18ad669ed8be2d40016	0	1	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__	0.987681953	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Rhodospirillaceae	 g__	 s__	0.987681953	Noninhibitory	Noninhibitory
0576d45a911b53117032d760eb39d689	166.068965517241	5.36170212765957	0.00132881303094069	0.186507936507937	0	3	10	false	0576d45a911b53117032d760eb39d689	0	27.6666666666667	0	3	0576d45a911b53117032d760eb39d689	0	3	0.854609929078014	1	false	0	0576d45a911b53117032d760eb39d689	3964	0.888888888888889	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Emticicia; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Cytophagaceae	 g__Emticicia	 s__	1	Noninhibitory	Noninhibitory
05eb3c32f1d3b3be2bdc07e5516375e1	41.715	5.97163120567376	0	0.167458432304038	0	1	11	false	05eb3c32f1d3b3be2bdc07e5516375e1	0	17	0	1	05eb3c32f1d3b3be2bdc07e5516375e1	0	1	0.834278959810875	1	false	0	05eb3c32f1d3b3be2bdc07e5516375e1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.999969341	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	NA	NA	0.999969341	Noninhibitory	Noninhibitory
05fca624332f3e060efcff1d391a9369	302.775757575758	4.02127659574468	0.370180340103451	0.248677248677249	0.333333333333333	3	8	false	05fca624332f3e060efcff1d391a9369	0	18	0	3	05fca624332f3e060efcff1d391a9369	0	3	0.899290780141844	3	false	0	05fca624332f3e060efcff1d391a9369	97354	0.360544217687075	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	0.999999936	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__	0.999999936	Noninhibitory	Noninhibitory
0646e2d2b6879bcfa7bd2d5fbd14a8de	24516.1425120773	1.81818181818182	0.096969696969697	0.55	0.833333333333333	4	3	false	0646e2d2b6879bcfa7bd2d5fbd14a8de	0	5	0	4	0646e2d2b6879bcfa7bd2d5fbd14a8de	0	4	0.863636363636364	4	false	0	0646e2d2b6879bcfa7bd2d5fbd14a8de	32	0.555555555555556	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Vogesella; s__	0.999996644	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Neisseriales	 f__Neisseriaceae	 g__Vogesella	 s__	0.999996644	Noninhibitory	Noninhibitory
068c5ca5a5c7da6e1838de061f9a833e	10.9128630705394	1.85714285714286	0	0.538461538461538	1	2	2	false	068c5ca5a5c7da6e1838de061f9a833e	0	14	0	2	068c5ca5a5c7da6e1838de061f9a833e	0	2	0.938775510204082	1	false	0	068c5ca5a5c7da6e1838de061f9a833e	0	1	0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Cyanobacteria	 c__Chloroplast	 o__Streptophyta	 f__	 g__	 s__	1	Noninhibitory	Noninhibitory
06a5ac57d31b062f79ca848747f6e327	37.1268656716418	1.4	0.1	0.714285714285714	0.666666666666667	3	2	false	06a5ac57d31b062f79ca848747f6e327	0	3.33333333333333	0	3	06a5ac57d31b062f79ca848747f6e327	0	3	0.9	3	false	0	06a5ac57d31b062f79ca848747f6e327	4	0.666666666666667	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.966449436	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Bilophila	 s__	0.966449436	Noninhibitory	Noninhibitory
