Label	abundance	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	IsSingleNode	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	oriID	PartnerOfMultiEdgedNodePairs	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	Stress	TopologicalCoefficient	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
028593a9ad87a957f8d1a6b0ba550c71	8.96538461538461	1.8	0	0.555555555555556	1	4	3	false	028593a9ad87a957f8d1a6b0ba550c71	0	6.5	0	4	028593a9ad87a957f8d1a6b0ba550c71	0	4	0.942857142857143	1	false	0	028593a9ad87a957f8d1a6b0ba550c71	0	0.464285714285714	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__	0.999997339	Noninhibitory	Noninhibitory	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Pirellulales	 f__Pirellulaceae	 g__	 s__	0.999997339	Noninhibitory	Noninhibitory
02ca048f22fccf96ca553ea4ab903f16	12413.1111111111	1	0	1	0	1	1	false	02ca048f22fccf96ca553ea4ab903f16	0	1	0	1	02ca048f22fccf96ca553ea4ab903f16	0	1	1	34	false	0	02ca048f22fccf96ca553ea4ab903f16	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax	0.804489814	A.lugubris1.USA.Wild.Bd.Inhibitory	Inhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Acidovorax	NA	0.804489814	A.lugubris1.USA.Wild.Bd.Inhibitory	Inhibitory
03496a3f7dcbeefb48313d87836888ca	11.0882978723404	3.66355140186916	0.142063830724226	0.272959183673469	0.529411764705882	18	7	false	03496a3f7dcbeefb48313d87836888ca	0	14.2222222222222	0	18	03496a3f7dcbeefb48313d87836888ca	0	18	0.940809968847352	2	false	0	03496a3f7dcbeefb48313d87836888ca	4993056	0.526748971193416	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__paraputrificum	0.879084878	Noninhibitory	Noninhibitory	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__paraputrificum	0.879084878	Noninhibitory	Noninhibitory
036066a3c2bbfd357d1e5ab4cdee1a3b	13.2946058091286	4.61627906976744	0.385225718194254	0.216624685138539	0.466666666666667	10	11	false	036066a3c2bbfd357d1e5ab4cdee1a3b	0	9.4	0	10	036066a3c2bbfd357d1e5ab4cdee1a3b	0	10	0.758914728682171	2	false	0	036066a3c2bbfd357d1e5ab4cdee1a3b	207360	0.494736842105263	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Cyanobacteria	 c__4C0d-2	 o__MLE1-12	 f__	 g__	 s__	1	Noninhibitory	Noninhibitory
037a3212f5266acc8a2acf8e931325fd	13.3075	1.06666666666667	0.00146520146520147	0.9375	0.989010989010989	14	2	false	037a3212f5266acc8a2acf8e931325fd	0	13.9285714285714	0	14	037a3212f5266acc8a2acf8e931325fd	0	14	0.995238095238095	1	false	0	037a3212f5266acc8a2acf8e931325fd	4	0.928571428571429	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae; g__Sanguibacter; s__	0.805261078	Noninhibitory	Noninhibitory	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Sanguibacteraceae	 g__Sanguibacter	 s__	0.805261078	Noninhibitory	Noninhibitory
06094875913b945b59766b9fa5a73b36	146.816831683168	6.1046511627907	0	0.163809523809524	1	6	13	false	06094875913b945b59766b9fa5a73b36	0	9	0	6	06094875913b945b59766b9fa5a73b36	0	6	0.65968992248062	2	false	0	06094875913b945b59766b9fa5a73b36	0	1	0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__	0.997890407	Noninhibitory	Noninhibitory	k__Bacteria	 p__TM6	 c__SJA-4	 o__	 f__	 g__	 s__	0.997890407	Noninhibitory	Noninhibitory
0663b06ea796b0199377151467b7fc09	5.82178217821782	4.17441860465116	0.162243502051984	0.239554317548747	0.533333333333333	10	10	false	0663b06ea796b0199377151467b7fc09	0	8	0	10	0663b06ea796b0199377151467b7fc09	0	10	0.788372093023256	1	false	0	0663b06ea796b0199377151467b7fc09	62068	0.25	0	k__Bacteria; p__GN02; c__BD1-5; o__; f__; g__; s__	0.98215485	Noninhibitory	Noninhibitory	k__Bacteria	 p__GN02	 c__BD1-5	 o__	 f__	 g__	 s__	0.98215485	Noninhibitory	Noninhibitory
068c5ca5a5c7da6e1838de061f9a833e	187.605809128631	1	0	1	0	1	1	false	068c5ca5a5c7da6e1838de061f9a833e	0	1	0	1	068c5ca5a5c7da6e1838de061f9a833e	0	1	1	7	false	0	068c5ca5a5c7da6e1838de061f9a833e	0	0	0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Cyanobacteria	 c__Chloroplast	 o__Streptophyta	 f__	 g__	 s__	1	Noninhibitory	Noninhibitory
07e37d6e6c8bff6299f270964bc042b4	94.9495798319328	8.76744186046512	0	0.114058355437666	0	1	15	false	07e37d6e6c8bff6299f270964bc042b4	0	2	0	1	07e37d6e6c8bff6299f270964bc042b4	0	1	0.482170542635659	4	false	0	07e37d6e6c8bff6299f270964bc042b4	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__	0.999999968	Noninhibitory	Noninhibitory	k__Bacteria	 p__Acidobacteria	 c__Acidobacteria-6	 o__CCU21	 f__	 g__	 s__	0.999999968	Noninhibitory	Noninhibitory
0980eaea8663226362b50ab4e2ef714b	9.41142857142857	5.17441860465116	0.0487460100319198	0.193258426966292	0.833333333333333	9	12	false	0980eaea8663226362b50ab4e2ef714b	0	8.33333333333333	0	9	0980eaea8663226362b50ab4e2ef714b	0	9	0.721705426356589	1	false	0	0980eaea8663226362b50ab4e2ef714b	33576	0.555555555555556	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae	0.886960795	Panama07A.55A.Panama.Wild.Bd.AP.Assay.Inhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	 s__guillouiae	0.886960795	Panama07A.55A.Panama.Wild.Bd.AP.Assay.Inhibitory	Noninhibitory
