Label	abundance	degree	name	negdegree	oriID	posdegree	samplecount	selected	shared.name	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
00579bd7411b49075df018e7a6367c01	41.9833887043189	3	00579bd7411b49075df018e7a6367c01	0	00579bd7411b49075df018e7a6367c01	3	1	false	00579bd7411b49075df018e7a6367c01	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__	0.998914167	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__	 g__	 s__	0.998914167	Noninhibitory	Noninhibitory
00e150269ecc665d692a72b837db1043	35704	12	00e150269ecc665d692a72b837db1043	0	00e150269ecc665d692a72b837db1043	12	18	false	00e150269ecc665d692a72b837db1043	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__	0.88544662	Mada.3447.Madagascar.Wild.Bd.Inhibitory	Inhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__	 g__	 s__	0.88544662	Mada.3447.Madagascar.Wild.Bd.Inhibitory	Inhibitory
020643eb1a0c7f8d60f1c1ea687f7c06	543.438066465257	8	020643eb1a0c7f8d60f1c1ea687f7c06	0	020643eb1a0c7f8d60f1c1ea687f7c06	8	3	false	020643eb1a0c7f8d60f1c1ea687f7c06	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__	0.961858983	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Legionellales	 f__Legionellaceae	 g__Legionella	 s__	0.961858983	Noninhibitory	Noninhibitory
028593a9ad87a957f8d1a6b0ba550c71	8.96538461538461	3	028593a9ad87a957f8d1a6b0ba550c71	0	028593a9ad87a957f8d1a6b0ba550c71	3	1	false	028593a9ad87a957f8d1a6b0ba550c71	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__	0.999997339	Noninhibitory	Noninhibitory	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Pirellulales	 f__Pirellulaceae	 g__	 s__	0.999997339	Noninhibitory	Noninhibitory
030c33bd1fe417e19d57a8d5499d7c6f	325.92	7	030c33bd1fe417e19d57a8d5499d7c6f	0	030c33bd1fe417e19d57a8d5499d7c6f	7	2	false	030c33bd1fe417e19d57a8d5499d7c6f	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__	0.941871955	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Phenylobacterium	 s__	0.941871955	Noninhibitory	Noninhibitory
03144a3f5d639d4de42fa07527452428	108.713846153846	9	03144a3f5d639d4de42fa07527452428	0	03144a3f5d639d4de42fa07527452428	9	2	false	03144a3f5d639d4de42fa07527452428	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Zoogloea; s__	0.999827638	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Rhodocyclales	 f__Rhodocyclaceae	 g__Zoogloea	 s__	0.999827638	Noninhibitory	Noninhibitory
033fd5969b7694ae4aec3e71975ddbdf	1190.19626168224	1	033fd5969b7694ae4aec3e71975ddbdf	0	033fd5969b7694ae4aec3e71975ddbdf	1	8	false	033fd5969b7694ae4aec3e71975ddbdf	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.98996339	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	NA	0.98996339	Noninhibitory	Noninhibitory
03a533c87ed1b0a0fbae13482427dd15	211.714285714286	5	03a533c87ed1b0a0fbae13482427dd15	2	03a533c87ed1b0a0fbae13482427dd15	3	4	false	03a533c87ed1b0a0fbae13482427dd15	0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__; s__	0.999651758	Noninhibitory	Noninhibitory	k__Archaea	 p__Crenarchaeota	 c__Thaumarchaeota	 o__Cenarchaeales	 f__Cenarchaeaceae	 g__	 s__	0.999651758	Noninhibitory	Noninhibitory
047735756066cc08e1422d33659f78e3	11.9677419354839	4	047735756066cc08e1422d33659f78e3	0	047735756066cc08e1422d33659f78e3	4	1	false	047735756066cc08e1422d33659f78e3	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.998606687	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingobium	NA	0.998606687	Noninhibitory	Noninhibitory
05936d8187a41ccd30c4f12e3feb6a90	26683.9306122449	7	05936d8187a41ccd30c4f12e3feb6a90	0	05936d8187a41ccd30c4f12e3feb6a90	7	1	false	05936d8187a41ccd30c4f12e3feb6a90	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__	0.999999669	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__MIZ46	 f__	 g__	 s__	0.999999669	Noninhibitory	Noninhibitory
0646e2d2b6879bcfa7bd2d5fbd14a8de	19217.2270531401	5	0646e2d2b6879bcfa7bd2d5fbd14a8de	0	0646e2d2b6879bcfa7bd2d5fbd14a8de	5	3	false	0646e2d2b6879bcfa7bd2d5fbd14a8de	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Vogesella; s__	0.999996644	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Neisseriales	 f__Neisseriaceae	 g__Vogesella	 s__	0.999996644	Noninhibitory	Noninhibitory
0665c298d8dcf7d257ae8ccf9ed14b3e	45.4103448275862	9	0665c298d8dcf7d257ae8ccf9ed14b3e	0	0665c298d8dcf7d257ae8ccf9ed14b3e	9	1	false	0665c298d8dcf7d257ae8ccf9ed14b3e	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Flectobacillus; s__	0.999999999	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Cytophagaceae	 g__Flectobacillus	 s__	0.999999999	Noninhibitory	Noninhibitory
068c5ca5a5c7da6e1838de061f9a833e	104.871369294606	3	068c5ca5a5c7da6e1838de061f9a833e	0	068c5ca5a5c7da6e1838de061f9a833e	3	1	false	068c5ca5a5c7da6e1838de061f9a833e	0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Cyanobacteria	 c__Chloroplast	 o__Streptophyta	 f__	 g__	 s__	1	Noninhibitory	Noninhibitory
070cc7cefe482682f056e340a569c569	565.902857142857	1	070cc7cefe482682f056e340a569c569	0	070cc7cefe482682f056e340a569c569	1	5	false	070cc7cefe482682f056e340a569c569	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas; s__	0.979761751	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Rhodocyclales	 f__Rhodocyclaceae	 g__Dechloromonas	 s__	0.979761751	Noninhibitory	Noninhibitory
0724ee14bb12983a282a328003feaf95	75.8118811881189	7	0724ee14bb12983a282a328003feaf95	0	0724ee14bb12983a282a328003feaf95	7	2	false	0724ee14bb12983a282a328003feaf95	0	k__Bacteria; p__GN04; c__GN15; o__; f__; g__; s__	0.99979861	Noninhibitory	Noninhibitory	k__Bacteria	 p__GN04	 c__GN15	 o__	 f__	 g__	 s__	0.99979861	Noninhibitory	Noninhibitory
