Label	abundance	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	IsSingleNode	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	oriID	PartnerOfMultiEdgedNodePairs	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	Stress	TopologicalCoefficient	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
00e150269ecc665d692a72b837db1043	97331.2336448598	2.13333333333333	0	0.46875	1	3	3	false	00e150269ecc665d692a72b837db1043	0	6.33333333333333	0	3	00e150269ecc665d692a72b837db1043	0	3	0.838095238095238	84	false	0	00e150269ecc665d692a72b837db1043	0	0.633333333333333	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__	0.88544662	Mada.3447.Madagascar.Wild.Bd.Inhibitory	Inhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__	 g__	 s__	0.88544662	Mada.3447.Madagascar.Wild.Bd.Inhibitory	Inhibitory
028593a9ad87a957f8d1a6b0ba550c71	8.96538461538461	7.73559322033898	0.0450651447019486	0.129272567922875	0.8	6	16	false	028593a9ad87a957f8d1a6b0ba550c71	0	8.83333333333333	0	6	028593a9ad87a957f8d1a6b0ba550c71	0	6	0.795891114535182	1	false	0	028593a9ad87a957f8d1a6b0ba550c71	424742680	0.304597701149425	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__	0.999997339	Noninhibitory	Noninhibitory	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Pirellulales	 f__Pirellulaceae	 g__	 s__	0.999997339	Noninhibitory	Noninhibitory
036066a3c2bbfd357d1e5ab4cdee1a3b	13.2946058091286	5.60338983050847	0.3409200968523	0.178463399879008	0.470588235294118	17	13	false	036066a3c2bbfd357d1e5ab4cdee1a3b	0	13.4117647058824	0	17	036066a3c2bbfd357d1e5ab4cdee1a3b	0	17	0.86050333846944	2	false	0	036066a3c2bbfd357d1e5ab4cdee1a3b	2140833744	0.496732026143791	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Cyanobacteria	 c__4C0d-2	 o__MLE1-12	 f__	 g__	 s__	1	Noninhibitory	Noninhibitory
037a3212f5266acc8a2acf8e931325fd	13.3075	6.9728813559322	0.000924050007412167	0.143412736995625	0.975	16	15	false	037a3212f5266acc8a2acf8e931325fd	0	16.5625	0	16	037a3212f5266acc8a2acf8e931325fd	0	16	0.819003595274782	1	false	0	037a3212f5266acc8a2acf8e931325fd	4072566	0.534274193548387	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae; g__Sanguibacter; s__	0.805261078	Noninhibitory	Noninhibitory	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Sanguibacteraceae	 g__Sanguibacter	 s__	0.805261078	Noninhibitory	Noninhibitory
045b52daf372bbcb6fcbd25c4ac150c2	33.1825613079019	10.6542372881356	0.00677966101694915	0.0938593700286351	0.333333333333333	3	21	false	045b52daf372bbcb6fcbd25c4ac150c2	0	3.66666666666667	0	3	045b52daf372bbcb6fcbd25c4ac150c2	0	3	0.707447354904982	4	false	0	045b52daf372bbcb6fcbd25c4ac150c2	44943944	0.416666666666667	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Swaminathania; s__	0.999840467	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Acetobacteraceae	 g__Swaminathania	 s__	0.999840467	Noninhibitory	Noninhibitory
046b8313b63c590a0c5db6c12c831863	72.3729838709678	14.3559322033898	0	0.0696576151121606	1	2	23	false	046b8313b63c590a0c5db6c12c831863	0	3	0	2	046b8313b63c590a0c5db6c12c831863	0	2	0.59527478171546	2	false	0	046b8313b63c590a0c5db6c12c831863	0	1	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.988509234	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__	0.988509234	Noninhibitory	Noninhibitory
0483511ad55f6bc8287174dcf75eabfe	16.3078817733991	6.87796610169492	0.0135132018909259	0.145391818629867	0.894736842105263	19	16	false	0483511ad55f6bc8287174dcf75eabfe	0	22.8421052631579	0	19	0483511ad55f6bc8287174dcf75eabfe	0	19	0.821879815100154	2	false	0	0483511ad55f6bc8287174dcf75eabfe	72889992	0.911578947368421	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	0.936816979	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__	 s__	0.936816979	Noninhibitory	Noninhibitory
05368ee8187b415dd6d4748d334c4820	243.248962655601	8.89491525423729	0	0.112423780487805	1	5	16	false	05368ee8187b415dd6d4748d334c4820	0	6	0	5	05368ee8187b415dd6d4748d334c4820	0	5	0.760760143810991	2	false	0	05368ee8187b415dd6d4748d334c4820	0	1	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__	0.999999997	Noninhibitory	Noninhibitory	k__Bacteria	 p__Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__	0.999999997	Noninhibitory	Noninhibitory
05936d8187a41ccd30c4f12e3feb6a90	26745.2530612245	3.77777777777778	0.111111111111111	0.264705882352941	0	2	7	false	05936d8187a41ccd30c4f12e3feb6a90	0	2	0	2	05936d8187a41ccd30c4f12e3feb6a90	0	2	0.444444444444444	2	false	0	05936d8187a41ccd30c4f12e3feb6a90	80	0.5	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__	0.999999669	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__MIZ46	 f__	 g__	 s__	0.999999669	Noninhibitory	Noninhibitory
05fca624332f3e060efcff1d391a9369	36.4242424242424	1	1	1	0	2	1	false	05fca624332f3e060efcff1d391a9369	0	1	0	2	05fca624332f3e060efcff1d391a9369	0	2	1	1	false	0	05fca624332f3e060efcff1d391a9369	2	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	0.999999936	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__	0.999999936	Noninhibitory	Noninhibitory
06094875913b945b59766b9fa5a73b36	146.816831683169	7.16949152542373	0	0.139479905437352	1	9	15	false	06094875913b945b59766b9fa5a73b36	0	12	0	9	06094875913b945b59766b9fa5a73b36	0	9	0.813045711350796	2	false	0	06094875913b945b59766b9fa5a73b36	0	1	0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__	0.997890407	Noninhibitory	Noninhibitory	k__Bacteria	 p__TM6	 c__SJA-4	 o__	 f__	 g__	 s__	0.997890407	Noninhibitory	Noninhibitory
0663b06ea796b0199377151467b7fc09	5.82178217821782	5.06440677966102	0.0559128326447167	0.197456492637216	0.733333333333333	15	12	false	0663b06ea796b0199377151467b7fc09	0	13.5333333333333	0	15	0663b06ea796b0199377151467b7fc09	0	15	0.87683615819209	1	false	0	0663b06ea796b0199377151467b7fc09	269232812	0.276190476190476	0	k__Bacteria; p__GN02; c__BD1-5; o__; f__; g__; s__	0.98215485	Noninhibitory	Noninhibitory	k__Bacteria	 p__GN02	 c__BD1-5	 o__	 f__	 g__	 s__	0.98215485	Noninhibitory	Noninhibitory
