Label	abundance	degree	name	negdegree	oriID	posdegree	samplecount	selected	shared.name	unknowndegree	Taxon	Confidence.x	database_id.x	Inhibitory.x	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence.y	database_id.y	Inhibitory.y
020643eb1a0c7f8d60f1c1ea687f7c06	1499.87311178248	4	020643eb1a0c7f8d60f1c1ea687f7c06	0	020643eb1a0c7f8d60f1c1ea687f7c06	4	5	false	020643eb1a0c7f8d60f1c1ea687f7c06	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__	0.961858983	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Legionellales	 f__Legionellaceae	 g__Legionella	 s__	0.961858983	Noninhibitory	Noninhibitory
030c33bd1fe417e19d57a8d5499d7c6f	1769.32	5	030c33bd1fe417e19d57a8d5499d7c6f	0	030c33bd1fe417e19d57a8d5499d7c6f	5	6	false	030c33bd1fe417e19d57a8d5499d7c6f	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__	0.941871955	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Phenylobacterium	 s__	0.941871955	Noninhibitory	Noninhibitory
03144a3f5d639d4de42fa07527452428	271.953846153846	1	03144a3f5d639d4de42fa07527452428	0	03144a3f5d639d4de42fa07527452428	1	3	false	03144a3f5d639d4de42fa07527452428	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Zoogloea; s__	0.999827638	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Rhodocyclales	 f__Rhodocyclaceae	 g__Zoogloea	 s__	0.999827638	Noninhibitory	Noninhibitory
033fd5969b7694ae4aec3e71975ddbdf	1520.67289719626	1	033fd5969b7694ae4aec3e71975ddbdf	0	033fd5969b7694ae4aec3e71975ddbdf	1	8	false	033fd5969b7694ae4aec3e71975ddbdf	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.98996339	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	NA	0.98996339	Noninhibitory	Noninhibitory
036066a3c2bbfd357d1e5ab4cdee1a3b	6.09958506224066	18	036066a3c2bbfd357d1e5ab4cdee1a3b	0	036066a3c2bbfd357d1e5ab4cdee1a3b	18	1	false	036066a3c2bbfd357d1e5ab4cdee1a3b	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__	1	Noninhibitory	Noninhibitory	k__Bacteria	 p__Cyanobacteria	 c__4C0d-2	 o__MLE1-12	 f__	 g__	 s__	1	Noninhibitory	Noninhibitory
03a1f2a253e2bb6a98e63effa0d193e9	12.8418803418803	5	03a1f2a253e2bb6a98e63effa0d193e9	0	03a1f2a253e2bb6a98e63effa0d193e9	5	1	false	03a1f2a253e2bb6a98e63effa0d193e9	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans	0.988878165	CC6Q.USA.Wild.Bd.Inhibitory	Inhibitory	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__succinicans	0.988878165	CC6Q.USA.Wild.Bd.Inhibitory	Inhibitory
045b52daf372bbcb6fcbd25c4ac150c2	6.35967302452316	13	045b52daf372bbcb6fcbd25c4ac150c2	0	045b52daf372bbcb6fcbd25c4ac150c2	13	1	false	045b52daf372bbcb6fcbd25c4ac150c2	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Swaminathania; s__	0.999840467	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Acetobacteraceae	 g__Swaminathania	 s__	0.999840467	Noninhibitory	Noninhibitory
046b8313b63c590a0c5db6c12c831863	11.6209677419355	8	046b8313b63c590a0c5db6c12c831863	0	046b8313b63c590a0c5db6c12c831863	8	1	false	046b8313b63c590a0c5db6c12c831863	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.988509234	Noninhibitory	Noninhibitory	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__	0.988509234	Noninhibitory	Noninhibitory
047735756066cc08e1422d33659f78e3	21.5412186379928	5	047735756066cc08e1422d33659f78e3	0	047735756066cc08e1422d33659f78e3	5	1	false	047735756066cc08e1422d33659f78e3	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.998606687	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingobium	NA	0.998606687	Noninhibitory	Noninhibitory
0483511ad55f6bc8287174dcf75eabfe	4.85714285714286	34	0483511ad55f6bc8287174dcf75eabfe	0	0483511ad55f6bc8287174dcf75eabfe	34	1	false	0483511ad55f6bc8287174dcf75eabfe	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	0.936816979	Noninhibitory	Noninhibitory	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__	 s__	0.936816979	Noninhibitory	Noninhibitory
