path 1 fam0 9 fam-found 8 # 1CMET2-PWY
   METHYLENETHFDEHYDROG-NADP-RXN hits 331061.1823797712 # METHYLENETHFDEHYDROG-NADP-RXN
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 227029.26985032012 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 331061.1823797712 # METHENYLTHFCYCLOHYDRO-RXN
   THYMIDYLATESYN-RXN hits 312301.4812949244 # THYMIDYLATESYN-RXN
   1.5.1.20-RXN hits 308052.6777086725 # 1.5.1.20-RXN
   HOMOCYSMETB12-RXN hits 510587.2206167925 # HOMOCYSMETB12-RXN
   GLYOHMETRANS-RXN hits 330232.6541137641 # GLYOHMETRANS-RXN
   DIHYDROFOLATEREDUCT-RXN hits 314779.5013212096 # DIHYDROFOLATEREDUCT-RXN
path 2 fam0 8 fam-found 7 # 3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
   RXN-8505 hits 7907.798899927376 # RXN-8505
   1.13.11.15-RXN hits 1395.8777777777775 # 1.13.11.15-RXN
   CHMS-DEHYDROGENASE-RXN hits 9519.874144929327 # CHMS-DEHYDROGENASE-RXN
   5.3.3.10-RXN hits 54770.14984751033 # 5.3.3.10-RXN
   CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN hits 5725.403907203908 # CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN
   4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN hits 176318.6762901932 # 4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN
   SUCCSEMIALDDEHYDROG-RXN hits 531095.983489476 # SUCCSEMIALDDEHYDROG-RXN
path 3 fam0 6 fam-found 3 # 4-HYDROXYMANDELATE-DEGRADATION-PWY
   HYDROXY-MANDELATE-RACEMASE-RXN hits 834.0769230769231 # HYDROXY-MANDELATE-RACEMASE-RXN
   HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN hits 10656.645703080463 # HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN
   4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN hits 101886.34964338939 # 4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
path 4 fam0 4 fam-found 4 # AEROBACTINSYN-PWY
   1.14.13.59-RXN hits 57553.80604296893 # 1.14.13.59-RXN
   N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN hits 13504.14103030303 # N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN
   RXN-13054 hits 24935.40606060606 # RXN-13054
   RXN-13056 hits 12467.70303030303 # RXN-13056
path 5 fam0 47 fam-found 36 # ALL-CHORISMATE-PWY
   RXN-8992 hits 318991.8044937942 # RXN-8992
   4OHBENZOATE-OCTAPRENYLTRANSFER-RXN hits 417663.9714302207 # 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
   3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN hits 373252.2688322949 # 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
   2-OCTAPRENYL-6-OHPHENOL-METHY-RXN hits 264011.248558325 # 2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
   2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN hits 334933.1711507381 # 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
   DHHB-METHYLTRANSFER-RXN hits 264011.248558325 # DHHB-METHYLTRANSFER-RXN
   RXN-15889 hits 165882.07285935114 # RXN-15889
   ENTDB-RXN hits 165882.07285935114 # ENTDB-RXN
   ISOCHORMAT-RXN hits 1594.8929186798628 # ISOCHORMAT-RXN
   DHBDEHYD-RXN hits 1484.9669186798626 # DHBDEHYD-RXN
   DHBAMPLIG-RXN hits 2990.7706964576396 # DHBAMPLIG-RXN
   DAHPSYN-RXN hits 287284.1857634338 # DAHPSYN-RXN
   3-DEHYDROQUINATE-SYNTHASE-RXN hits 325366.8271447589 # 3-DEHYDROQUINATE-SYNTHASE-RXN
   3-DEHYDROQUINATE-DEHYDRATASE-RXN hits 327036.5690226132 # 3-DEHYDROQUINATE-DEHYDRATASE-RXN
   SHIKIMATE-5-DEHYDROGENASE-RXN hits 390453.6922321929 # SHIKIMATE-5-DEHYDROGENASE-RXN
   SHIKIMATE-KINASE-RXN hits 300833.9655627202 # SHIKIMATE-KINASE-RXN
   2.5.1.19-RXN hits 324769.6005241308 # 2.5.1.19-RXN
   CHORISMATE-SYNTHASE-RXN hits 318129.6476310491 # CHORISMATE-SYNTHASE-RXN
   ANTHRANSYN-RXN hits 598225.1041395689 # ANTHRANSYN-RXN
   PRTRANS-RXN hits 291757.1270249885 # PRTRANS-RXN
   PRAISOM-RXN hits 322861.6853337745 # PRAISOM-RXN
   IGPSYN-RXN hits 293077.9915109698 # IGPSYN-RXN
   CHORISMATEMUT-RXN hits 285087.91449769854 # CHORISMATEMUT-RXN
   PREPHENATEDEHYDRAT-RXN hits 309105.81744797697 # PREPHENATEDEHYDRAT-RXN
