path 1 fam0 9 fam-found 8 # 1CMET2-PWY
   METHYLENETHFDEHYDROG-NADP-RXN hits 969849.2552380648 # METHYLENETHFDEHYDROG-NADP-RXN
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 417768.8303578744 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 969849.2552380648 # METHENYLTHFCYCLOHYDRO-RXN
   THYMIDYLATESYN-RXN hits 952411.282327282 # THYMIDYLATESYN-RXN
   1.5.1.20-RXN hits 963412.0643852471 # 1.5.1.20-RXN
   HOMOCYSMETB12-RXN hits 1532251.8964279066 # HOMOCYSMETB12-RXN
   GLYOHMETRANS-RXN hits 1533623.4418772117 # GLYOHMETRANS-RXN
   DIHYDROFOLATEREDUCT-RXN hits 1231584.2209454621 # DIHYDROFOLATEREDUCT-RXN
path 2 fam0 8 fam-found 7 # 3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
   RXN-8505 hits 34420.45502645503 # RXN-8505
   1.13.11.15-RXN hits 60896.56917989418 # 1.13.11.15-RXN
   CHMS-DEHYDROGENASE-RXN hits 97554.06368538867 # CHMS-DEHYDROGENASE-RXN
   5.3.3.10-RXN hits 203152.15356736773 # 5.3.3.10-RXN
   CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN hits 195108.12737077734 # CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN
   4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN hits 843579.4230360391 # 4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN
   SUCCSEMIALDDEHYDROG-RXN hits 2318383.336129719 # SUCCSEMIALDDEHYDROG-RXN
path 3 fam0 6 fam-found 3 # 4-HYDROXYMANDELATE-DEGRADATION-PWY
   HYDROXY-MANDELATE-RACEMASE-RXN hits 36657.494505494506 # HYDROXY-MANDELATE-RACEMASE-RXN
   HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN hits 18305.81683049659 # HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN
   4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN hits 767121.6459070869 # 4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
path 4 fam0 4 fam-found 1 # AEROBACTINSYN-PWY
   1.14.13.59-RXN hits 429359.74032170576 # 1.14.13.59-RXN
path 5 fam0 47 fam-found 36 # ALL-CHORISMATE-PWY
   RXN-8992 hits 956975.9307265674 # RXN-8992
   4OHBENZOATE-OCTAPRENYLTRANSFER-RXN hits 1004840.9336048892 # 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
   3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN hits 1589374.8860650337 # 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
   2-OCTAPRENYL-6-OHPHENOL-METHY-RXN hits 1416981.739111863 # 2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
   2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN hits 966755.0598041444 # 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
   DHHB-METHYLTRANSFER-RXN hits 1416981.739111863 # DHHB-METHYLTRANSFER-RXN
   RXN-15889 hits 597378.7105005076 # RXN-15889
   ENTDB-RXN hits 597378.7105005076 # ENTDB-RXN
   ISOCHORMAT-RXN hits 2302.030060240964 # ISOCHORMAT-RXN
   DHBDEHYD-RXN hits 2302.030060240964 # DHBDEHYD-RXN
   DHBAMPLIG-RXN hits 2895.5967269076314 # DHBAMPLIG-RXN
   DAHPSYN-RXN hits 1943409.6185820904 # DAHPSYN-RXN
   3-DEHYDROQUINATE-SYNTHASE-RXN hits 1000644.8259115262 # 3-DEHYDROQUINATE-SYNTHASE-RXN
   3-DEHYDROQUINATE-DEHYDRATASE-RXN hits 1259571.6100081115 # 3-DEHYDROQUINATE-DEHYDRATASE-RXN
   SHIKIMATE-5-DEHYDROGENASE-RXN hits 1447825.7674357446 # SHIKIMATE-5-DEHYDROGENASE-RXN
   SHIKIMATE-KINASE-RXN hits 954671.8571035912 # SHIKIMATE-KINASE-RXN
   2.5.1.19-RXN hits 1000797.2121035914 # 2.5.1.19-RXN
   CHORISMATE-SYNTHASE-RXN hits 956992.1571035914 # CHORISMATE-SYNTHASE-RXN
   ANTHRANSYN-RXN hits 1931852.2931363124 # ANTHRANSYN-RXN
   PRTRANS-RXN hits 954994.9376943086 # PRTRANS-RXN
   PRAISOM-RXN hits 960416.8421770672 # PRAISOM-RXN
   IGPSYN-RXN hits 954994.9376943086 # IGPSYN-RXN
   CHORISMATEMUT-RXN hits 1019246.4910185958 # CHORISMATEMUT-RXN
   PREPHENATEDEHYDRAT-RXN hits 1067247.7470279576 # PREPHENATEDEHYDRAT-RXN
   PHEAMINOTRANS-RXN hits 1476734.4443455169 # PHEAMINOTRANS-RXN
   PABASYN-RXN hits 960432.224167418 # PABASYN-RXN
   CHORPYRLY-RXN hits 759003.7915332947 # CHORPYRLY-RXN
   ISOCHORSYN-RXN hits 92240.57613630996 # ISOCHORSYN-RXN
   2.5.1.64-RXN hits 89642.99420884908 # 2.5.1.64-RXN
   RXN-9310 hits 1726.7333333333333 # RXN-9310
   O-SUCCINYLBENZOATE-COA-SYN-RXN hits 3229.105434173671 # O-SUCCINYLBENZOATE-COA-SYN-RXN
   O-SUCCINYLBENZOATE-COA-LIG-RXN hits 88020.08281644402 # O-SUCCINYLBENZOATE-COA-LIG-RXN
   NAPHTHOATE-SYN-RXN hits 89642.99420884908 # NAPHTHOATE-SYN-RXN
   RXN-9311 hits 83752.61305119543 # RXN-9311
   DMK-RXN hits 100178.2735867126 # DMK-RXN
   ADOMET-DMK-METHYLTRANSFER-RXN hits 966755.0598041444 # ADOMET-DMK-METHYLTRANSFER-RXN
path 6 fam0 14 fam-found 14 # ANAEROFRUCAT-PWY
   F16BDEPHOS-RXN hits 975644.6574441821 # F16BDEPHOS-RXN
   3PGAREARR-RXN hits 1415998.291494383 # 3PGAREARR-RXN
   PEPSYNTH-RXN hits 824688.6167823133 # PEPSYNTH-RXN
   GLUCOKIN-RXN hits 1810611.8733381492 # GLUCOKIN-RXN
   PGLUCISOM-RXN hits 960446.3499621155 # PGLUCISOM-RXN
   6PFRUCTPHOS-RXN hits 171455.91605083598 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 963830.7414585756 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 998062.6367071156 # TRIOSEPISOMERIZATION-RXN
   GAPOXNPHOSPHN-RXN hits 1300713.802905478 # GAPOXNPHOSPHN-RXN
   PHOSGLYPHOS-RXN hits 956590.0635552042 # PHOSGLYPHOS-RXN
   RXN-15513 hits 536445.132976582 # RXN-15513
   2PGADEHYDRAT-RXN hits 957183.630221871 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 1269017.5296791806 # PEPDEPHOS-RXN
   L-LACTATE-DEHYDROGENASE-RXN hits 11998.935483870966 # L-LACTATE-DEHYDROGENASE-RXN
path 7 fam0 10 fam-found 10 # ANAGLYCOLYSIS-PWY
   GLUCOKIN-RXN hits 1810611.8733381492 # GLUCOKIN-RXN
   PGLUCISOM-RXN hits 960446.3499621155 # PGLUCISOM-RXN
   6PFRUCTPHOS-RXN hits 171455.91605083598 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 963830.7414585756 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 998062.6367071156 # TRIOSEPISOMERIZATION-RXN
   GAPOXNPHOSPHN-RXN hits 1300713.802905478 # GAPOXNPHOSPHN-RXN
   PHOSGLYPHOS-RXN hits 956590.0635552042 # PHOSGLYPHOS-RXN
   RXN-15513 hits 536445.132976582 # RXN-15513
   2PGADEHYDRAT-RXN hits 957183.630221871 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 1269017.5296791806 # PEPDEPHOS-RXN
path 8 fam0 16 fam-found 15 # ARG+POLYAMINE-SYN
   LYSDECARBOX-RXN hits 415118.18091542093 # LYSDECARBOX-RXN
   ORNDECARBOX-RXN hits 774502.5932318269 # ORNDECARBOX-RXN
   ARGDECARBOX-RXN hits 1238784.2369269398 # ARGDECARBOX-RXN
   AGMATIN-RXN hits 371773.86698352534 # AGMATIN-RXN
   SAMDECARB-RXN hits 210498.41692038265 # SAMDECARB-RXN
   SPERMIDINESYN-RXN hits 1049524.7275842382 # SPERMIDINESYN-RXN
   CARBPSYN-RXN hits 1921645.4215155602 # CARBPSYN-RXN
   N-ACETYLTRANSFER-RXN hits 1708640.5115132919 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 954851.0862518231 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 995423.108075845 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 1152986.1002658452 # ACETYLORNTRANSAM-RXN
   ACETYLORNDEACET-RXN hits 821720.6123528059 # ACETYLORNDEACET-RXN
   ORNCARBAMTRANSFER-RXN hits 400901.2089753695 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 954614.4483780692 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 1049313.4433757877 # ARGSUCCINLYA-RXN
path 9 fam0 11 fam-found 6 # ARGDEG-PWY
   ARGDECARBOX-RXN hits 1238784.2369269398 # ARGDECARBOX-RXN
   AGMATIN-RXN hits 371773.86698352534 # AGMATIN-RXN
   AMINOBUTDEHYDROG-RXN hits 454524.86011992954 # AMINOBUTDEHYDROG-RXN
   SUCCSEMIALDDEHYDROG-RXN hits 2318383.336129719 # SUCCSEMIALDDEHYDROG-RXN
   GABATRANSAM-RXN hits 460019.7271703918 # GABATRANSAM-RXN
   SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN hits 78895.07305996474 # SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
path 10 fam0 13 fam-found 6 # ARGORNPROST-PWY
   ARGININE-DEIMINASE-RXN hits 104525.94095378976 # ARGININE-DEIMINASE-RXN
   ORNCARBAMTRANSFER-RXN hits 400901.2089753695 # ORNCARBAMTRANSFER-RXN
   CARBAMATE-KINASE-RXN hits 79165.5591359141 # CARBAMATE-KINASE-RXN
   ORNITHINE-CYCLODEAMINASE-RXN hits 1073340.8080046356 # ORNITHINE-CYCLODEAMINASE-RXN
