path 1 fam0 9 fam-found 8 # 1CMET2-PWY
   METHYLENETHFDEHYDROG-NADP-RXN hits 14967.839999999998 # METHYLENETHFDEHYDROG-NADP-RXN
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 8180.699999999999 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 14967.839999999998 # METHENYLTHFCYCLOHYDRO-RXN
   THYMIDYLATESYN-RXN hits 13771.83 # THYMIDYLATESYN-RXN
   1.5.1.20-RXN hits 16832.629999999994 # 1.5.1.20-RXN
   HOMOCYSMETB12-RXN hits 24882.07000000001 # HOMOCYSMETB12-RXN
   GLYOHMETRANS-RXN hits 16823.379999999994 # GLYOHMETRANS-RXN
   DIHYDROFOLATEREDUCT-RXN hits 14281.179999999995 # DIHYDROFOLATEREDUCT-RXN
path 2 fam0 8 fam-found 7 # 3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
   RXN-8505 hits 234.72000000000003 # RXN-8505
   1.13.11.15-RXN hits 978.34 # 1.13.11.15-RXN
   CHMS-DEHYDROGENASE-RXN hits 1257.01 # CHMS-DEHYDROGENASE-RXN
   5.3.3.10-RXN hits 2577.37 # 5.3.3.10-RXN
   CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN hits 2152.42 # CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN
   4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN hits 7791.549999999997 # 4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN
   SUCCSEMIALDDEHYDROG-RXN hits 26581.55 # SUCCSEMIALDDEHYDROG-RXN
path 4 fam0 4 fam-found 4 # AEROBACTINSYN-PWY
   1.14.13.59-RXN hits 489.52 # 1.14.13.59-RXN
   N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN hits 727.0699999999998 # N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN
   RXN-13054 hits 666.86 # RXN-13054
   RXN-13056 hits 333.43 # RXN-13056
path 5 fam0 47 fam-found 36 # ALL-CHORISMATE-PWY
   RXN-8992 hits 15682.149999999996 # RXN-8992
   4OHBENZOATE-OCTAPRENYLTRANSFER-RXN hits 18338.02 # 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
   3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN hits 22763.009999999995 # 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
   2-OCTAPRENYL-6-OHPHENOL-METHY-RXN hits 16467.37 # 2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
   2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN hits 17472.6 # 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
   DHHB-METHYLTRANSFER-RXN hits 16467.37 # DHHB-METHYLTRANSFER-RXN
   RXN-15889 hits 8739.259999999998 # RXN-15889
   ENTDB-RXN hits 8739.259999999998 # ENTDB-RXN
   ISOCHORMAT-RXN hits 86.72 # ISOCHORMAT-RXN
   DHBDEHYD-RXN hits 78.97 # DHBDEHYD-RXN
   DHBAMPLIG-RXN hits 1025.19 # DHBAMPLIG-RXN
   DAHPSYN-RXN hits 16985.089999999993 # DAHPSYN-RXN
   3-DEHYDROQUINATE-SYNTHASE-RXN hits 14223.029999999995 # 3-DEHYDROQUINATE-SYNTHASE-RXN
   3-DEHYDROQUINATE-DEHYDRATASE-RXN hits 15947.72 # 3-DEHYDROQUINATE-DEHYDRATASE-RXN
   SHIKIMATE-5-DEHYDROGENASE-RXN hits 21339.26 # SHIKIMATE-5-DEHYDROGENASE-RXN
   SHIKIMATE-KINASE-RXN hits 12989.88 # SHIKIMATE-KINASE-RXN
   2.5.1.19-RXN hits 14255.049999999996 # 2.5.1.19-RXN
   CHORISMATE-SYNTHASE-RXN hits 14074.249999999998 # CHORISMATE-SYNTHASE-RXN
   ANTHRANSYN-RXN hits 26946.47 # ANTHRANSYN-RXN
   PRTRANS-RXN hits 13642.199999999995 # PRTRANS-RXN
   PRAISOM-RXN hits 14289.799999999996 # PRAISOM-RXN
   IGPSYN-RXN hits 13656.689999999995 # IGPSYN-RXN
   CHORISMATEMUT-RXN hits 13794.24 # CHORISMATEMUT-RXN
   PREPHENATEDEHYDRAT-RXN hits 14805.06 # PREPHENATEDEHYDRAT-RXN
   PHEAMINOTRANS-RXN hits 12181.729999999998 # PHEAMINOTRANS-RXN
   PABASYN-RXN hits 13664.620000000004 # PABASYN-RXN
   CHORPYRLY-RXN hits 2751.870000000001 # CHORPYRLY-RXN
   ISOCHORSYN-RXN hits 1330.34 # ISOCHORSYN-RXN
   2.5.1.64-RXN hits 1232.58 # 2.5.1.64-RXN
   RXN-9310 hits 574.3299999999998 # RXN-9310
   O-SUCCINYLBENZOATE-COA-SYN-RXN hits 578.76 # O-SUCCINYLBENZOATE-COA-SYN-RXN
