Feature ID	Taxon	Confidence
00378055682311f7da837e80276834fb	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__	0.999805636
00579bd7411b49075df018e7a6367c01	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__	0.998914167
00b37a0e7ca365681b9b39a2f23313ce	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	1
00d9571bac43f673062a0e6be98e6b63	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae	0.999723729
00e150269ecc665d692a72b837db1043	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__	0.88544662
00f31abc7cdc4b21954e4dcd1f87c422	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__	0.990590311
010227743a7a896e9b13b4a0b858f5ef	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	0.999734761
0104bd43ee50519180b2940a08e495f8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0.957203876
010a68105932d88b4ba25e954570f1cb	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	0.711856242
0116ed54186c23457bf45155105f3019	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.999999835
01698ee82d29f2d9bf793c19f083d2d1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__	0.995199985
0173a0f4a70f76920b71a0aa750aab86	k__Bacteria; p__Bacteroidetes	0.999999997
01a08b887d9a051b5b905828b4f78f32	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__	0.999981751
01ccbb93ad5f4f5fcaa89785f5a690bb	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999779584
0200efa133705932922bc0d26e5b0a88	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.999598729
