Name	Dose	Temperature
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
dose103-t14.csv	5000.00	14
